address,price,details
305+Coronado+Ave,"$1,575+ ","Studio$1,795+ 1 bd"
Westland+@+Pacific,"$1,700/m",2 bds 1 ba 816 sqft
45+62nd+Pl,"$4,200 2"," bds $8,000 4 bds "
5452+Linden+Ave,"$3,117/m","4 bds 2 ba 1,700 sqft"
1241+E+Broadway,"$1,695/m",1 bd1 ba 750 sqft
5210+E+Daggett+St,"$3,500/m","4 bds 2 ba 1,514 sqft"
Lime+Ave,"$2,680/m","3 bds 2 ba 1,761 sqft"
525+E+Seaside+Way+UNIT+502,"$2,195/m",1 bd1 ba 622 sqft
309+La+Jolla+St,"$4,450/m","3 bds 2.5 ba 2,325 sqft"
2+bed,"$1,395/m",2 bds 1 ba 650 sqft
362+Redondo+Ave+APT+5,"$2,550/m","3 bds 2 ba 1,695 sqft"
513+E+Broadway+#+519,"$2,395/m","2 bds 1 ba 1,100 sqft"
2230+E+Ocean+Blvd,"$3,000/m",2 bds 2 ba -- sqft
4308+E+Vermont+St,"$2,250/m",2 bds 1 ba -- sqft
1633+1/2+E+4th+St,"$2,500/m","2 bds 2 ba 1,000 sqft"
1067+-+1073+E+4th+Street+|+1067+1073+E+4th+St,"$1,550+ ",1 bd
4422+Linden+Ave+APT+4,"$1,675/m",2 bds 1 ba 850 sqft
840+Cedar+Ave,"$1,525/m",1 bd1 ba 669 sqft
507+E+17th+St,"$2,450/m","3 bds 1 ba 1,100 sqft"
5915+California+Ave,"$1,750/m",1 bd1 ba 558 sqft
1516+E+5th+St+APT+B,"$2,395/m",2 bds 2 ba -- sqft
282+Cherry+Ave,"$1,725/m",1 bd1 ba -- sqft
345+E+20th+St+APT+8,"$1,295/m",1 bd1 ba 550 sqft
930+Freeman+Ave+APT+1,"$1,695/m",1 bd1 ba 800 sqft
1929+E+Appleton+St+APT+1,"$1,700/m",1 bd1 ba 600 sqft
761+N+Rancho+Dr,"$4,995/m","3 bds 2.5 ba 2,273 sqft"
1371+Warren+Ave+APT+2,"$1,500/m",1 bd1 ba 632 sqft
2318+Marwick+Ave,"$3,800/m","5 bds 2 ba 1,796 sqft"
448+N+Bellflower+Blvd,"$2,600/m","2 bds 2 ba 1,028 sqft"
167+E+67th+St,"$2,100/m","2 bds 2 ba 1,747 sqft"
1712+E+1st+St+APT+10,"$1,525/m",1 bd1 ba 700 sqft
1436+Walnut+Apartments+#+02,"$1,275/m",1 bd1 ba 500 sqft
1167+Daisy+Ave+APT+09,"$1,350/m",1 bd1 ba -- sqft
1136+Orizaba+Ave+APT+4,"$1,695/m",2 bds 1 ba -- sqft
626+Locust+Ave+APT+1,"$1,695/m",2 bds 1 ba 800 sqft
Stoney+Brook+Villas+|+576+N+Bellflower+Blvd,"$1,900+ ","1 bd$2,600+ 2 bds "
146+Corinthian+Walk,"$3,000/m","2 bds 2 ba 1,086 sqft"
1709+Lewis+Ave+APT+5,"$1,200/m",1 bd1 ba -- sqft
730+W+4th+St+UNIT+116,"$2,295/m",2 bds 2 ba 957 sqft
344+W+8th+St,"$2,745/m","3 bds 2 ba 1,300 sqft"
311+Junipero+Ave+APT+3,"$2,295/m",2 bds 1 ba 850 sqft
1135+Dawson+Ave+APT+6,"$1,295/m",Studio1 ba 390 sqft
1059+Gladys+Ave+APT+8,"$1,225/m",1 bd1 ba -- sqft
415+N+Virginia+Ct,"$1,350+ ",1 bd
219+1/2+E+10th+St,"$2,475/m",3 bds 1 ba 850 sqft
1543+Cherry+Ave,"$1,495/m",Studio1 ba 600 sqft
244+E+Del+Amo+Blvd+#+A,"$1,350/m",Studio1 ba -- sqft
3221+E+Wilton+St+APT+3,"$1,400/m",1 bd1 ba -- sqft
625+Magnolia+Ave,"$1,350/m",1 bd1 ba 650 sqft
743+Saint+Louis+Ave+APT+6,"$1,999/m",2 bds 2 ba 975 sqft
29+Kennebec+Ave,"$4,500/m","3 bds 2 ba 1,498 sqft"
776+Freeman+Ave,"$2,100/m","2 bds 2.5 ba 1,200 sqft"
2720+E+South+St+APT+2,"$1,575/m",1 bd1 ba 600 sqft
1617+Freeman+Ave+APT+7,"$1,395/m",1 bd1 ba 600 sqft
767+Euclid+Ave+APT+2,"$1,995/m",2 bds 1 ba 770 sqft
1535+Obispo+Avenue+|+1535+Obispo+Ave,"$1,595+ ",2 bds 
43+Park+Ave,"$5,950/m","3 bds 3 ba 2,000 sqft"
Ohio+Ave,"$2,775/m","3 bds 2 ba 1,700 sqft"
275+Esperanza+Ave+APT+203,"$2,500/m","2 bds 2 ba 1,258 sqft"
314+Hermosa+Ave+APT+7,"$1,995/m",2 bds 1.5 ba 851 sqft
643+E+7th+St,"$1,175 S","tudio$1,300 1 bd"
700+E+5th+St-+Donnee,"$1,295+ ",1 bd
2015+E+3rd+Street+|+2015+E+3rd+St,"$1,999+ ",2 bds 
1863+Pine+Ave+APT+1,"$2,000/m",2 bds 1 ba 850 sqft
100+Mira+Mar+Ave,"$1,750/m",1 bd1 ba -- sqft
2261+Pine+Ave+APT+3,"$1,495/m",1 bd1 ba 650 sqft
1537+Pine+Ave,"$1,950/m",3 bds 1.5 ba -- sqft
436+W+4th+St+APT+9,"$1,225/m",1 bd1 ba 450 sqft
1212+E+3rd+Street+|+1212+E+3rd+St,"$1,395+ ",1 bd
140+E+Spring+Street+|+140+E+Spring+St,"$1,350+ ",1 bd
3737+E+2nd+St+UNIT+301,"$2,795/m","3 bds 2 ba 1,498 sqft"
181+Claremont+Ave+#+A,"$2,495/m","2 bds 1 ba 1,000 sqft"
108+Roswell+Ave,"$1,750/m","1 bd10 ba 7,330 sqft"
1968+Myrtle+Ave+APT+5,"$2,100/m",2 bds 1 ba -- sqft
1614+E+1st+St,"$1,295/m",1 bd1 ba -- sqft
231+Junipero+Ave+APT+5,"$1,900/m",1 bd1 ba 581 sqft
1051+Newport+Ave+APT+2,"$1,850/m",2 bds 1.5 ba 750 sqft
2060+Albury+Ave,"$3,700/m","3 bds 2 ba 1,274 sqft"
45384540+Banner+Drive+|+45384540+Banner+Dr,"$1,445+ ",1 bd
2566+Chestnut+Ave+APT+3,"$1,695/m",2 bds 1 ba -- sqft
530+Junipero+Avenue+|+530+Junipero+Ave,"$1,495+ ",1 bd
2230+E+6th+St+APT+103,"$1,750/m",2 bds 2 ba 700 sqft
925+Loma+Ave+APT+3,"$1,795/m",2 bds 2 ba -- sqft
