,address,price,details,zipcode,lat,lng,zpid,link
328,933 E 23rd St,"$1,999+ ",3 bds ,90806,33.799084,-118.180811,2081642654,https://www.zillow.com/homedetails/933-E-23rd-St-933-E-Long-Beach-CA-90806/2081642654_zpid/
329,936 Olive Avenue  936 Olive Ave,"$1,250+ ",Studio,90813,33.778372,-118.182041,2081642729,https://www.zillow.com/homedetails/936-Olive-Ave-936-Long-Beach-CA-90813/2081642729_zpid/
330,1071 Ohio Ave,"$1,375+ ",1 bd,90804,33.780358,-118.160345,250342841,https://www.zillow.com/homedetails/1071-Ohio-Ave-Long-Beach-CA-90804/250342841_zpid/
331,233 Mira Mar Ave # 100A,"$2,995/m","2 bds 2 ba 1,320 sqft",90803,33.764871,-118.147289,2081644377,https://www.zillow.com/homedetails/233-Mira-Mar-Ave-100A-Long-Beach-CA-90803/2081644377_zpid/
332,1275 E Broadway,"$2,200+ ",1 bd,90802,33.768451,-118.175193,21237987,https://www.zillow.com/homedetails/1275-E-Broadway-Long-Beach-CA-90802/21237987_zpid/
333,322 Daisy Ave APT 02,"$1,295/m",Studio1 ba -- sqft,90802,33.770954,-118.199183,2081901168,https://www.zillow.com/homedetails/322-Daisy-Ave-APT-02-Long-Beach-CA-90802/2081901168_zpid/
334,4675 N Bellflower Blvd APT 2,"$1,900/m",1 bd1 ba 800 sqft,90808,33.823768,-118.115097,2081644539,https://www.zillow.com/homedetails/4675-N-Bellflower-Blvd-APT-2-Long-Beach-CA-90808/2081644539_zpid/
335,1945 Cedar Ave,"$1,695/m",2 bds 1 ba 900 sqft,90806,33.79251,-118.19546,2090429816,https://www.zillow.com/homedetails/1945-Cedar-Ave-Long-Beach-CA-90806/2090429816_zpid/
336,2234 Santa Fe Ave APT 18,"$1,625/m",2 bds 1 ba 536 sqft,90810,33.79811,-118.215524,2082247364,https://www.zillow.com/homedetails/2234-Santa-Fe-Ave-APT-18-Long-Beach-CA-90810/2082247364_zpid/
338,1451 Roycroft Ave APT 2,"$1,650/m",1 bd1 ba 520 sqft,90804,33.785373,-118.138583,2081646376,https://www.zillow.com/homedetails/1451-Roycroft-Ave-APT-2-Long-Beach-CA-90804/2081646376_zpid/
339,E Sunrise Blvd,"$2,450/m","3 bds 2 ba 1,516 sqft",90806,33.80173,-118.18275,2081646433,https://www.zillow.com/homedetails/E-Sunrise-Blvd-Long-Beach-CA-90806/2081646433_zpid/
340,2364 Lime Ave,"$2,250+ ",3 bds ,90806,33.800167,-118.183613,250342549,https://www.zillow.com/homedetails/2364-Lime-Ave-Long-Beach-CA-90806/250342549_zpid/
341,1483 Atlantic Ave,"$1,100+ ",Studio,90813,33.785255,-118.185379,2081647008,https://www.zillow.com/homedetails/1483-Atlantic-Ave-Long-Beach-CA-90813/2081647008_zpid/
342,1746 E 10th St # 1746 E,"$1,850/m",2 bds 1 ba -- sqft,90813,33.778821,-118.170057,2081647031,https://www.zillow.com/homedetails/1746-E-10th-St-1746-E-Long-Beach-CA-90813/2081647031_zpid/
344,2323 E 7th St # 2323 E,"$1,595/m",1 bd1 ba -- sqft,90804,33.775339,-118.163778,2081647107,https://www.zillow.com/homedetails/2323-E-7th-St-2323-E-Long-Beach-CA-90804/2081647107_zpid/
345,2729 Ladoga Ave,"$3,700/m","3 bds 2 ba 1,672 sqft",90815,33.805969,-118.103843,21208381,https://www.zillow.com/homedetails/2729-Ladoga-Ave-Long-Beach-CA-90815/21208381_zpid/
346,2925 E 7th St,"$1,800+ ",2 bds ,90804,33.775639,-118.157263,2081647316,https://www.zillow.com/homedetails/2925-E-7th-St-Long-Beach-CA-90804/2081647316_zpid/
347,3221 E Wilton St,"$1,400/m",1 bd1 ba -- sqft,90804,33.787846,-118.154049,2081647365,https://www.zillow.com/homedetails/3221-E-Wilton-St-Long-Beach-CA-90804/2081647365_zpid/
348,1276 Chestnut Ave APT 6,"$1,500/m",1 bd1 ba -- sqft,90813,33.782276,-118.195428,2081647373,https://www.zillow.com/homedetails/1276-Chestnut-Ave-APT-6-Long-Beach-CA-90813/2081647373_zpid/
349,4339 Elm Ave,"$1,750+ ",2 bds ,90807,33.83652,-118.188328,21157782,https://www.zillow.com/homedetails/4339-Elm-Ave-Long-Beach-CA-90807/21157782_zpid/
350,1026 Cerritos Ave,"$1,950+ ",2 bds ,90813,33.779555,-118.177181,2089060208,https://www.zillow.com/homedetails/1026-Cerritos-Ave-Long-Beach-CA-90813/2089060208_zpid/
351,6050 Linden Ave # 6050,"$1,800/m",2 bds 1 ba -- sqft,90805,33.864685,-118.186008,2082038851,https://www.zillow.com/homedetails/6050-Linden-Ave-6050-Long-Beach-CA-90805/2082038851_zpid/
353,4148 Walnut Ave,"$3,495/m","4 bds 2 ba 1,521 sqft",90807,33.83395,-118.171673,21159588,https://www.zillow.com/homedetails/4148-Walnut-Ave-Long-Beach-CA-90807/21159588_zpid/
354,4327 Elm Ave APT 2,"$1,650/m",2 bds 1 ba 700 sqft,90807,33.836251,-118.188119,2096128433,https://www.zillow.com/homedetails/4327-Elm-Ave-APT-2-Long-Beach-CA-90807/2096128433_zpid/
355,3101 E 6th St APT 1,"$2,795/m",3 bds 2 ba -- sqft,90814,33.773779,-118.155586,2081648533,https://www.zillow.com/homedetails/3101-E-6th-St-APT-1-Long-Beach-CA-90814/2081648533_zpid/
356,5254 E The Toledo APT 3,"$1,895/m",1 bd1 ba 700 sqft,90803,33.762391,-118.132077,2081649995,https://www.zillow.com/homedetails/5254-E-The-Toledo-APT-3-Long-Beach-CA-90803/2081649995_zpid/
357,930 Daisy Ave APT C,"$1,295/m",Studio1 ba -- sqft,90813,33.778378,-118.199115,2106568325,https://www.zillow.com/homedetails/930-Daisy-Ave-APT-C-Long-Beach-CA-90813/2106568325_zpid/
358,1602 Park Ave,"$2,895/m","3 bds 2 ba 1,445 sqft",90815,33.787448,-118.135207,2126164929,https://www.zillow.com/homedetails/1602-Park-Ave-Long-Beach-CA-90815/2126164929_zpid/
359,700 E Ocean Blvd,"$2,650 1"," bd$3,200 2 bds $3,600+ 3 bds ",90802,33.765741,-118.184199,2103580150,https://www.zillow.com/homedetails/700-E-Ocean-Blvd-Long-Beach-CA-90802/2103580150_zpid/
361,6841 Obispo Ave APT C,"$1,650/m","2 bds 1 ba 1,000 sqft",90805,33.878892,-118.15594,2081651689,https://www.zillow.com/homedetails/6841-Obispo-Ave-APT-C-Long-Beach-CA-90805/2081651689_zpid/
362,35 Esperanza Ave APT 5,"$1,595/m",1 bd1 ba -- sqft,90802,33.766269,-118.175701,2088760062,https://www.zillow.com/homedetails/35-Esperanza-Ave-APT-5-Long-Beach-CA-90802/2088760062_zpid/
363,732 Olive Ave APT 4,"$1,350/m",1 bd1 ba -- sqft,90813,33.775953,-118.182042,2089925373,https://www.zillow.com/homedetails/732-Olive-Ave-APT-4-Long-Beach-CA-90813/2089925373_zpid/
364,926 N Loma Vista Dr # C,"$1,195/m",1 bd1 ba 625 sqft,90813,33.777808,-118.203153,2081652537,https://www.zillow.com/homedetails/926-N-Loma-Vista-Dr-C-Long-Beach-CA-90813/2081652537_zpid/
365,2401 Stearnlee Ave,"$2,495/m",2 bds 2 ba 994 sqft,90815,33.800326,-118.130453,21202666,https://www.zillow.com/homedetails/2401-Stearnlee-Ave-Long-Beach-CA-90815/21202666_zpid/
366,67 Linden Ave APT 2,"$1,195/m",Studio1 ba -- sqft,90802,33.767937,-118.186741,2116496220,https://www.zillow.com/homedetails/67-Linden-Ave-APT-2-Long-Beach-CA-90802/2116496220_zpid/
367,3617-3627 Ocean Blvd # 271,"$2,795/m",2 bds 1 ba -- sqft,90803,33.761159,-118.150185,2081654195,https://www.zillow.com/homedetails/3617-3627-Ocean-Blvd-271-Long-Beach-CA-90803/2081654195_zpid/
368,4864 1/2 N Lakewood Blvd # 8065638,"$1,995/m",3 bds 1 ba 850 sqft,90808,33.846556,-118.141961,2081655093,https://www.zillow.com/homedetails/4864-1-2-N-Lakewood-Blvd-8065638-Long-Beach-CA-90808/2081655093_zpid/
369,243 Temple Ave APT 06,"$2,395/m",2 bds 2 ba 925 sqft,90803,33.766191,-118.15927,2086545633,https://www.zillow.com/homedetails/243-Temple-Ave-APT-06-Long-Beach-CA-90803/2086545633_zpid/
370,2330 Locust Ave # 2330,"$1,145/m",Studio1 ba 450 sqft,90806,33.799576,-118.190236,2081655633,https://www.zillow.com/homedetails/2330-Locust-Ave-2330-Long-Beach-CA-90806/2081655633_zpid/
371,137 W 6th St,"$2,200+ ",2 bds ,90802,33.774444,-118.193344,250343225,https://www.zillow.com/homedetails/137-W-6th-St-Long-Beach-CA-90802/250343225_zpid/
372,1761 Redondo Ave,"$1,850+ ",2 bds ,90804,33.789144,-118.152738,21226437,https://www.zillow.com/homedetails/1761-Redondo-Ave-Long-Beach-CA-90804/21226437_zpid/
373,1317 E 3rd St,"$2,750/m","2 bds 1 ba 1,300 sqft",90802,33.770208,-118.174813,21237960,https://www.zillow.com/homedetails/1317-E-3rd-St-Long-Beach-CA-90802/21237960_zpid/
374,1670-1672 E Market St 1672 A # 6071562,$850/moS,Studio1 ba -- sqft,90805,33.854243,-118.172367,2090138166,https://www.zillow.com/homedetails/1670-1672-E-Market-St-1672-A-6071562-Long-Beach-CA-90805/2090138166_zpid/
375,332 1/2 Quincy Ave,"$2,300 1"," bd$3,300 3 bds ",90814,33.762015,-118.123827,2081658646,https://www.zillow.com/homedetails/332-1-2-Quincy-Ave-Long-Beach-CA-90814/2081658646_zpid/
376,1230 E Ocean Blvd UNIT 603,"$4,000/m","2 bds 2 ba 1,810 sqft",90802,33.765111,-118.176636,21231653,https://www.zillow.com/homedetails/1230-E-Ocean-Blvd-UNIT-603-Long-Beach-CA-90802/21231653_zpid/
377,966 E 2nd St,"$1,900/m",2 bds 1 ba 750 sqft,90802,33.768165,-118.180729,21230976,https://www.zillow.com/homedetails/966-E-2nd-St-Long-Beach-CA-90802/21230976_zpid/
378,265 Molino Ave APT 4,"$2,300/m",2 bds 1.5 ba -- sqft,90803,33.766822,-118.160917,2081661705,https://www.zillow.com/homedetails/265-Molino-Ave-APT-4-Long-Beach-CA-90803/2081661705_zpid/
379,1516 N Stanton Pl APT 11,"$1,700/m",2 bds 1 ba -- sqft,90804,33.786795,-118.164323,2081661889,https://www.zillow.com/homedetails/1516-N-Stanton-Pl-APT-11-Long-Beach-CA-90804/2081661889_zpid/
380,1626 Pine Ave,"$1,750/m",1 bd1 ba 700 sqft,90813,33.787697,-118.191997,2114296123,https://www.zillow.com/homedetails/1626-Pine-Ave-Long-Beach-CA-90813/2114296123_zpid/
381,133 E 35th St,"$2,395/m",2 bds 1 ba -- sqft,90807,33.820492,-118.192077,2094448090,https://www.zillow.com/homedetails/133-E-35th-St-Long-Beach-CA-90807/2094448090_zpid/
382,1134 Lime Ave # A1,"$3,000/m",3 bds 2 ba 900 sqft,90813,33.781485,-118.18373,2082653092,https://www.zillow.com/homedetails/1134-Lime-Ave-A1-Long-Beach-CA-90813/2082653092_zpid/
383,1801 Wardlow Rd.,"$2,195/m",2 bds 2 ba 890 sqft,90807,33.819203,-118.169519,2081662498,https://www.zillow.com/homedetails/1801-E-Wardlow-Rd-1805-05-Long-Beach-CA-90807/2081662498_zpid/
385,627 Molino Ave,"$3,150/m","3 bds 2 ba 1,440 sqft",90814,33.774078,-118.161449,21228939,https://www.zillow.com/homedetails/627-Molino-Ave-Long-Beach-CA-90814/21228939_zpid/
386,1030 Coronado Ave APT 302,"$1,695/m",2 bds 2 ba -- sqft,90804,33.779529,-118.15319,2111319253,https://www.zillow.com/homedetails/1030-Coronado-Ave-APT-302-Long-Beach-CA-90804/2111319253_zpid/
387,2235 Locust Ave,"$1,690/m",1 bd1 ba 818 sqft,90806,33.797892,-118.190833,21195993,https://www.zillow.com/homedetails/2235-Locust-Ave-Long-Beach-CA-90806/21195993_zpid/
388,5720-5722 Lemon Ave # L,"$1,825/m",2 bds 1 ba -- sqft,90805,33.859843,-118.178884,2091318447,https://www.zillow.com/homedetails/5720-5722-Lemon-Ave-L-Long-Beach-CA-90805/2091318447_zpid/
389,2237 Locust Ave # 2237,"$2,080/m","2 bds 1 ba 1,069 sqft",90806,33.797893,-118.190837,2081665829,https://www.zillow.com/homedetails/2237-Locust-Ave-2237-Long-Beach-CA-90806/2081665829_zpid/
390,505-511 E. 21st St.,"$1,895/m",1 bd1 ba -- sqft,90806,33.795479,-118.187018,2081665981,https://www.zillow.com/homedetails/505-511-E-21st-St-511-Long-Beach-CA-90806/2081665981_zpid/
393,1576 Locust Ave APT 204,"$1,395/m",1 bd1 ba -- sqft,90813,33.786712,-118.190695,2095721034,https://www.zillow.com/homedetails/1576-Locust-Ave-APT-204-Long-Beach-CA-90813/2095721034_zpid/
394,2204 W Cameron St # A,"$1,900/m",2 bds 1 ba 650 sqft,90810,33.823268,-118.22126,2081667191,https://www.zillow.com/homedetails/2204-W-Cameron-St-A-Long-Beach-CA-90810/2081667191_zpid/
395,1500 E Ocean Blvd UNIT 508,"$4,200/m","3 bds 2 ba 1,551 sqft",90802,33.764831,-118.173862,55198373,https://www.zillow.com/homedetails/1500-E-Ocean-Blvd-UNIT-508-Long-Beach-CA-90802/55198373_zpid/
396,1207 Mira Mar Ave,"$1,395/m",1 bd1 ba -- sqft,90804,33.781965,-118.147822,2081667853,https://www.zillow.com/homedetails/1207-Mira-Mar-Ave-Long-Beach-CA-90804/2081667853_zpid/
397,452 W 10th St # 452,"$1,425/m",1 bd1 ba -- sqft,90813,33.778697,-118.197701,2081667907,https://www.zillow.com/homedetails/452-W-10th-St-452-Long-Beach-CA-90813/2081667907_zpid/
399,2024 Lemon Ave,"$1,295+ ",1 bd,90806,33.794053,-118.178187,2112379402,https://www.zillow.com/homedetails/2024-Lemon-Ave-Long-Beach-CA-90806/2112379402_zpid/
400,1980 Harbor Ave APT 7,"$1,750/m",2 bds 1 ba -- sqft,90810,33.793139,-118.21014,2081668737,https://www.zillow.com/homedetails/1980-Harbor-Ave-APT-7-Long-Beach-CA-90810/2081668737_zpid/
401,174 Quincy Ave APT 1,"$1,395/m",1 bd1 ba -- sqft,90803,33.761334,-118.139648,2081668818,https://www.zillow.com/homedetails/174-Quincy-Ave-APT-1-Long-Beach-CA-90803/2081668818_zpid/
403,372 Freeman Ave APT 7,"$1,450/m",1 bd1 ba -- sqft,90814,33.770658,-118.155356,2105385118,https://www.zillow.com/homedetails/372-Freeman-Ave-APT-7-Long-Beach-CA-90814/2105385118_zpid/
404,290 Bonito Avenue C # 8057099,$995/moS,Studio1 ba -- sqft,90802,33.770413,-118.179926,2081670669,https://www.zillow.com/homedetails/290-Bonito-Avenue-C-8057099-Long-Beach-CA-90802/2081670669_zpid/
407,815 Bennett Ave APT 6,"$1,450/m",1 bd1 ba -- sqft,90804,33.7776,-118.142938,2094344705,https://www.zillow.com/homedetails/815-Bennett-Ave-APT-6-Long-Beach-CA-90804/2094344705_zpid/
409,1531 Junipero Ave APT 12,"$1,395/m",1 bd1 ba -- sqft,90804,33.78734,-118.163699,2082050241,https://www.zillow.com/homedetails/1531-Junipero-Ave-APT-12-Long-Beach-CA-90804/2082050241_zpid/
410,1153-1161 Magnolia Avenue 1161-14 # 4376673,"$1,425/m",1 bd1 ba 659 sqft,90813,33.781175,-118.198434,2087949628,https://www.zillow.com/homedetails/1153-1161-Magnolia-Avenue-1161-14-4376673-Long-Beach-CA-90813/2087949628_zpid/
411,315 W 3rd St,"$1,425 S","tudio$1,975 1 bd",90802,33.770816,-118.195434,2104709887,https://www.zillow.com/homedetails/315-W-3rd-St-Long-Beach-CA-90802/2104709887_zpid/
412,5601 E 23rd St APT 3,"$1,695/m",1 bd1 ba -- sqft,90815,33.799294,-118.12292,2081673534,https://www.zillow.com/homedetails/5601-E-23rd-St-APT-3-Long-Beach-CA-90815/2081673534_zpid/
413,303 Walnut Ave # 305,"$1,800/m",2 bds 1 ba -- sqft,90802,33.769883,-118.172191,2081785714,https://www.zillow.com/homedetails/303-Walnut-Ave-305-Long-Beach-CA-90802/2081785714_zpid/
414,2223 E Spaulding St APT 6,"$1,295/m",1 bd1 ba 550 sqft,90804,33.785582,-118.164898,2126692797,https://www.zillow.com/homedetails/2223-E-Spaulding-St-APT-6-Long-Beach-CA-90804/2126692797_zpid/
415,1609 E 4th St,"$1,800/m",2 bds 1 ba -- sqft,90802,33.771998,-118.171673,2098137837,https://www.zillow.com/homedetails/1609-E-4th-St-Long-Beach-CA-90802/2098137837_zpid/
416,1764 Freeman Ave APT 2,"$1,695/m",2 bds 2 ba 850 sqft,90804,33.789285,-118.155346,2082128472,https://www.zillow.com/homedetails/1764-Freeman-Ave-APT-2-Long-Beach-CA-90804/2082128472_zpid/
419,2225 E 10th St # 8056836,"$1,150/m",1 bd1 ba -- sqft,90804,33.779229,-118.164851,2081688992,https://www.zillow.com/homedetails/2225-E-10th-St-8056836-Long-Beach-CA-90804/2081688992_zpid/
421,356 E South St UNIT 4,"$1,195/m",Studio1 ba -- sqft,90805,33.859788,-118.188718,2105954693,https://www.zillow.com/homedetails/356-E-South-St-UNIT-4-Long-Beach-CA-90805/2105954693_zpid/
424,422 W 4th St,"$1,695/m","1 bd1 ba 3,060 sqft",90802,33.771472,-118.197001,250343333,https://www.zillow.com/homedetails/422-W-4th-St-Long-Beach-CA-90802/250343333_zpid/
425,1483 Atlantic Ave # 14836,"$1,100/m",Studio1 ba -- sqft,90813,33.78526,-118.185392,2081692302,https://www.zillow.com/homedetails/1483-Atlantic-Ave-14836-Long-Beach-CA-90813/2081692302_zpid/
427,2720 E 4th St APT G,"$1,550/m",1 bd1 ba -- sqft,90814,33.771428,-118.159632,2081692700,https://www.zillow.com/homedetails/2720-E-4th-St-APT-G-Long-Beach-CA-90814/2081692700_zpid/
428,935 N Washington Pl,"$1,695/m","2 bds 1 ba 5,912 sqft",90813,33.778509,-118.181577,2084577017,https://www.zillow.com/homedetails/935-N-Washington-Pl-2-Long-Beach-CA-90813/2084577017_zpid/
429,1626 Pine Ave APT B,"$1,650/m",1 bd1 ba -- sqft,90813,33.787702,-118.192009,2081694148,https://www.zillow.com/homedetails/1626-Pine-Ave-APT-B-Long-Beach-CA-90813/2081694148_zpid/
430,927 Daisy Ave,"$1,595/m",2 bds 1 ba 650 sqft,90813,33.778364,-118.19971,2116133234,https://www.zillow.com/homedetails/927-Daisy-Ave-Long-Beach-CA-90813/2116133234_zpid/
435,753 Cerritos Ave APT 04,"$1,795/m",2 bds 2 ba -- sqft,90813,33.776317,-118.178237,2091835429,https://www.zillow.com/homedetails/753-Cerritos-Ave-APT-04-Long-Beach-CA-90813/2091835429_zpid/
436,1216 E 3rd St APT 13,"$1,895/m",2 bds 1 ba -- sqft,90802,33.769764,-118.176034,2094293637,https://www.zillow.com/homedetails/1216-E-3rd-St-APT-13-Long-Beach-CA-90802/2094293637_zpid/
437,5250 Orange Ave APT 25,"$1,425/m",1 bd1 ba 556 sqft,90805,33.851426,-118.177228,2106395238,https://www.zillow.com/homedetails/5250-Orange-Ave-APT-25-Long-Beach-CA-90805/2106395238_zpid/
438,6175 Linden Ave APT 17,"$1,425/m",1 bd1 ba -- sqft,90805,33.866854,-118.186386,2100073233,https://www.zillow.com/homedetails/6175-Linden-Ave-APT-17-Long-Beach-CA-90805/2100073233_zpid/
439,931 Dawson Ave APT 2,"$1,450/m",1 bd1 ba -- sqft,90804,33.778681,-118.165787,2092584643,https://www.zillow.com/homedetails/931-Dawson-Ave-APT-2-Long-Beach-CA-90804/2092584643_zpid/
440,2203 N Lakewood Blvd,"$1,850/m",2 bds 1 ba 900 sqft,90815,33.796415,-118.143544,136159711,https://www.zillow.com/homedetails/2203-N-Lakewood-Blvd-Long-Beach-CA-90815/136159711_zpid/
441,785 Termino Ave # 785,"$2,245/m",2 bds 1 ba -- sqft,90804,33.776895,-118.145894,2082081759,https://www.zillow.com/homedetails/785-Termino-Ave-785-Long-Beach-CA-90804/2082081759_zpid/
442,433 Nebraska Ave APT 8,"$1,895/m",1 bd1 ba 680 sqft,90802,33.772334,-118.173942,2081697128,https://www.zillow.com/homedetails/433-Nebraska-Ave-APT-8-Long-Beach-CA-90802/2081697128_zpid/
443,2117 E Ocean Blvd,"$2,550/m","1 bd1 ba 1,400 sqft",90803,33.764406,-118.166001,250342917,https://www.zillow.com/homedetails/2117-E-Ocean-Blvd-Long-Beach-CA-90803/250342917_zpid/
445,1917 Lewis Avenue B # 8054528,"$2,150/m",2 bds 1 ba 850 sqft,90806,33.792093,-118.179799,2081699415,https://www.zillow.com/homedetails/1917-Lewis-Avenue-B-8054528-Long-Beach-CA-90806/2081699415_zpid/
447,1147 Temple Ave APT B,"$1,399/m",1 bd1 ba -- sqft,90804,33.781262,-118.158933,2082136505,https://www.zillow.com/homedetails/1147-Temple-Ave-APT-B-Long-Beach-CA-90804/2082136505_zpid/
448,3411 N Los Coyotes Diagonal,"$3,195/m","3 bds 2 ba 1,386 sqft",90808,33.819303,-118.109667,21187771,https://www.zillow.com/homedetails/3411-N-Los-Coyotes-Diagonal-Long-Beach-CA-90808/21187771_zpid/
449,1738 E 4th St APT 2,"$1,795/m",1 bd1 ba 519 sqft,90802,33.771252,-118.16991,21238399,https://www.zillow.com/homedetails/1738-E-4th-St-APT-2-Long-Beach-CA-90802/21238399_zpid/
450,1424 E Florida St APT A,"$1,470/m",1 bd1 ba 500 sqft,90802,33.770541,-118.17353,2107708907,https://www.zillow.com/homedetails/1424-E-Florida-St-APT-A-Long-Beach-CA-90802/2107708907_zpid/
452,255 Kennebec Ave APT 4,"$1,495/m",1 bd1 ba 600 sqft,90803,33.767211,-118.164177,2081701344,https://www.zillow.com/homedetails/255-Kennebec-Ave-APT-4-Long-Beach-CA-90803/2081701344_zpid/
453,520 E Willow St APT 21,"$1,595/m",1 bd1 ba -- sqft,90806,33.804119,-118.186748,2093048102,https://www.zillow.com/homedetails/520-E-Willow-St-APT-21-Long-Beach-CA-90806/2093048102_zpid/
456,3308 E 3rd St,"$2,495/m",2 bds 1 ba 950 sqft,90814,33.76784,-118.153188,21225748,https://www.zillow.com/homedetails/3308-E-3rd-St-Long-Beach-CA-90814/21225748_zpid/
457,844 Freeman Ave APT 5,"$1,445/m",1 bd1 ba -- sqft,90804,33.777561,-118.155676,2081707186,https://www.zillow.com/homedetails/844-Freeman-Ave-APT-5-Long-Beach-CA-90804/2081707186_zpid/
458,272 Belmont Ave,"$3,250/m","3 bds 2 ba 1,984 sqft",90803,33.767781,-118.144469,21223381,https://www.zillow.com/homedetails/272-Belmont-Ave-Long-Beach-CA-90803/21223381_zpid/
460,411 W Seaside Way UNIT 204,"$2,900/m","2 bds 2 ba 1,410 sqft",90802,33.766165,-118.196875,82582565,https://www.zillow.com/homedetails/411-W-Seaside-Way-UNIT-204-Long-Beach-CA-90802/82582565_zpid/
461,3437 E 2nd St APT D,"$1,595/m",1 bd1 ba -- sqft,90803,33.763489,-118.151554,2112482290,https://www.zillow.com/homedetails/3437-E-2nd-St-APT-D-Long-Beach-CA-90803/2112482290_zpid/
462,2322 Locust Ave APT 6,"$1,150/m",Studio1 ba -- sqft,90806,33.799329,-118.190235,2081710364,https://www.zillow.com/homedetails/2322-Locust-Ave-APT-6-Long-Beach-CA-90806/2081710364_zpid/
464,525 E Seaside Way,"$2,400 1"," bd$2,850 2 bds ",90802,33.765908,-118.185676,2103660308,https://www.zillow.com/homedetails/525-E-Seaside-Way-Long-Beach-CA-90802/2103660308_zpid/
465,6708 E De Leon St,"$4,100/m","3 bds 2 ba 1,042 sqft",90815,33.783866,-118.101277,21211267,https://www.zillow.com/homedetails/6708-E-De-Leon-St-Long-Beach-CA-90815/21211267_zpid/
466,1134 Raymond Ave APT 3,"$1,395/m",1 bd1 ba -- sqft,90804,33.78173,-118.164069,2086523324,https://www.zillow.com/homedetails/1134-Raymond-Ave-APT-3-Long-Beach-CA-90804/2086523324_zpid/
467,1008 E 3rd St APT 02,$995/moS,Studio1 ba -- sqft,90802,33.770254,-118.179789,2081712210,https://www.zillow.com/homedetails/1008-E-3rd-St-APT-02-Long-Beach-CA-90802/2081712210_zpid/
468,624 Stanley Ave,"$3,499/m","3 bds 1 ba 1,112 sqft",90814,33.774078,-118.161894,21228930,https://www.zillow.com/homedetails/624-Stanley-Ave-Long-Beach-CA-90814/21228930_zpid/
469,1919 E Beverly Way APT 207,"$2,400/m","2 bds 2 ba 1,085 sqft",90802,33.773776,-118.168694,2083671174,https://www.zillow.com/homedetails/1919-E-Beverly-Way-APT-207-Long-Beach-CA-90802/2083671174_zpid/
470,2222 E 1st St APT 5,"$1,550/m",1 bd1 ba 750 sqft,90803,33.764717,-118.165177,2081713065,https://www.zillow.com/homedetails/2222-E-1st-St-APT-5-Long-Beach-CA-90803/2081713065_zpid/
471,225 W 5th St APT 5,"$1,395/m",1 bd1 ba 651 sqft,90802,33.773236,-118.194504,21239995,https://www.zillow.com/homedetails/225-W-5th-St-APT-5-Long-Beach-CA-90802/21239995_zpid/
472,1023 E 1st St UNIT 18,"$1,550/m",1 bd1 ba 807 sqft,90802,33.767461,-118.180033,21231178,https://www.zillow.com/homedetails/1023-E-1st-St-UNIT-18-Long-Beach-CA-90802/21231178_zpid/
473,178 Argonne Ave,"$2,700/m","2 bds 1 ba 1,050 sqft",90803,33.760328,-118.136812,21218915,https://www.zillow.com/homedetails/178-Argonne-Ave-Long-Beach-CA-90803/21218915_zpid/
474,3930 E 11th St APT 202,"$1,695/m",2 bds 2 ba -- sqft,90804,33.780521,-118.146234,2081715455,https://www.zillow.com/homedetails/3930-E-11th-St-APT-202-Long-Beach-CA-90804/2081715455_zpid/
475,725 W Hill St,"$1,850/m",2 bds 1 ba 648 sqft,90806,33.797367,-118.200812,21192277,https://www.zillow.com/homedetails/725-W-Hill-St-Long-Beach-CA-90806/21192277_zpid/
476,1620 E Appleton St APT 6,"$1,225/m",1 bd1 ba -- sqft,90802,33.768208,-118.171754,2111319236,https://www.zillow.com/homedetails/1620-E-Appleton-St-APT-6-Long-Beach-CA-90802/2111319236_zpid/
478,636 Chestnut Ave APT 302,"$1,395/m",Studio1 ba -- sqft,90802,33.774884,-118.195976,2081974353,https://www.zillow.com/homedetails/636-Chestnut-Ave-APT-302-Long-Beach-CA-90802/2081974353_zpid/
479,1846 Olive Ave APT 04,"$1,495/m",2 bds 1 ba -- sqft,90806,33.790696,-118.182531,2093021925,https://www.zillow.com/homedetails/1846-Olive-Ave-APT-04-Long-Beach-CA-90806/2093021925_zpid/
480,636 Chestnut Ave APT 302,"$1,395/m",Studio1 ba -- sqft,90802,33.774884,-118.195976,2081974353,https://www.zillow.com/homedetails/636-Chestnut-Ave-APT-302-Long-Beach-CA-90802/2081974353_zpid/
481,435 Orange Ave APT 3,"$1,200/m",Studio1 ba -- sqft,90802,33.772445,-118.176667,2085251124,https://www.zillow.com/homedetails/435-Orange-Ave-APT-3-Long-Beach-CA-90802/2085251124_zpid/
484,2206 Gondar Ave,"$3,295/m","4 bds 3 ba 1,943 sqft",90815,33.79647,-118.11344,21205211,https://www.zillow.com/homedetails/2206-Gondar-Ave-Long-Beach-CA-90815/21205211_zpid/
486,776 Stanley Ave,"$2,800/m","3 bds 2 ba 1,285 sqft",90804,33.776756,-118.161912,21228713,https://www.zillow.com/homedetails/776-Stanley-Ave-Long-Beach-CA-90804/21228713_zpid/
487,1409 Magnolia Ave APT B,"$1,950/m",3 bds 1 ba 800 sqft,90813,33.784262,-118.198355,2081726626,https://www.zillow.com/homedetails/1409-Magnolia-Ave-APT-B-Long-Beach-CA-90813/2081726626_zpid/
