,address,price,details,zipcode,latitude,longitude,zpid,link
130,3918 Elm Ave,"$1,225,000","4 bds 4 ba 3,463 sqft",90807,33.829643,-118.18754,21160994,https://www.zillow.com/homedetails/3918-Elm-Ave-Long-Beach-CA-90807/21160994_zpid/
131,22 Prospect Ave,"$1,239,000","3 bds 2 ba 1,770 sqft",90803,33.758349,-118.142368,21224821,https://www.zillow.com/homedetails/22-Prospect-Ave-Long-Beach-CA-90803/21224821_zpid/
132,2288 Albury Ave,"$949,900","5 bds 3 ba 3,030 sqft",90815,33.79887,-118.118698,21204879,https://www.zillow.com/homedetails/2288-Albury-Ave-Long-Beach-CA-90815/21204879_zpid/
133,3024 E Broadway,"$725,000",2 bds 2 ba 888 sqft,90803,33.764799,-118.156544,2081670941,https://www.zillow.com/homedetails/3024-E-Broadway-Long-Beach-CA-90803/2081670941_zpid/
134,4319 N Country Club Ln,"$2,390,000","5 bds 5 ba 4,522 sqft",90807,33.836369,-118.190451,21157526,https://www.zillow.com/homedetails/4319-N-Country-Club-Ln-Long-Beach-CA-90807/21157526_zpid/
135,461 E 63rd St,"$487,196","3 bds 1 ba 1,115 sqft",90805,33.869145,-118.187057,21147473,https://www.zillow.com/homedetails/461-E-63rd-St-Long-Beach-CA-90805/21147473_zpid/
136,2271 Roswell Ave,"$775,000","4 bds 3 ba 1,990 sqft",90815,33.798575,-118.143658,21200115,https://www.zillow.com/homedetails/2271-Roswell-Ave-Long-Beach-CA-90815/21200115_zpid/
137,6025 Loynes Dr # 5,"$710,000","3 bds 3 ba 1,857 sqft",90803,33.768258,-118.115364,21210411,https://www.zillow.com/homedetails/6025-Loynes-Dr-5-Long-Beach-CA-90803/21210411_zpid/
138,1870 Daisy Ave,"$675,000","2 bds 2 ba 1,295 sqft",90806,33.791173,-118.198944,21192983,https://www.zillow.com/homedetails/1870-Daisy-Ave-Long-Beach-CA-90806/21192983_zpid/
139,5959 E Naples Plz UNIT 209,"$675,000","3 bds 2 ba 1,006 sqft",90803,33.75371,-118.118094,21215687,https://www.zillow.com/homedetails/5959-E-Naples-Plz-UNIT-209-Long-Beach-CA-90803/21215687_zpid/
140,2735 Hackett Ave,"$714,000","3 bds 2 ba 1,173 sqft",90815,33.806287,-118.107199,21208318,https://www.zillow.com/homedetails/2735-Hackett-Ave-Long-Beach-CA-90815/21208318_zpid/
141,224 Roycroft Ave,"$1,249,900","3 bds 2 ba 1,937 sqft",90803,33.76461,-118.138062,21220818,https://www.zillow.com/homedetails/224-Roycroft-Ave-Long-Beach-CA-90803/21220818_zpid/
142,3595 Santa Fe Ave SPC 199,"$514,500","4 bds 2 ba 1,760 sqft",90810,33.82047,-118.218685,2081809283,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-SPC-199-Long-Beach-CA-90810/2081809283_zpid/
143,5415 E Scrivener St,"$849,999","4 bds 3 ba 1,886 sqft",90808,33.814731,-118.12689,21189640,https://www.zillow.com/homedetails/5415-E-Scrivener-St-Long-Beach-CA-90808/21189640_zpid/
144,3050 Oregon Ave,$--,"4 bds 2 ba 1,306 sqft",90806,33.812578,-118.20098,21193704,https://www.zillow.com/homedetails/3050-Oregon-Ave-Long-Beach-CA-90806/21193704_zpid/
145,321 E Bort St,"$530,000","3 bds 2 ba 1,479 sqft",90805,33.870767,-118.195934,21244028,https://www.zillow.com/homedetails/321-E-Bort-St-Long-Beach-CA-90805/21244028_zpid/
146,177 E 67th St,"$574,900","2 bds 2 ba 1,034 sqft",90805,33.876245,-118.201004,21243324,https://www.zillow.com/homedetails/177-E-67th-St-Long-Beach-CA-90805/21243324_zpid/
147,488 E Ocean Blvd UNIT 1015,"$435,000",1 bd1 ba 720 sqft,90802,33.766222,-118.187548,68994695,https://www.zillow.com/homedetails/488-E-Ocean-Blvd-UNIT-1015-Long-Beach-CA-90802/68994695_zpid/
148,1831 E Appleton St APT 11,"$289,000",1 bd1 ba 623 sqft,90802,33.76834,-118.168787,21238576,https://www.zillow.com/homedetails/1831-E-Appleton-St-APT-11-Long-Beach-CA-90802/21238576_zpid/
149,2420 Gondar Ave,"$760,000","3 bds 2 ba 1,300 sqft",90815,33.802111,-118.112593,21206259,https://www.zillow.com/homedetails/2420-Gondar-Ave-Long-Beach-CA-90815/21206259_zpid/
150,2248 Radnor Ave,"$1,150,000","3 bds 3 ba 2,164 sqft",90815,33.797535,-118.1185,21205003,https://www.zillow.com/homedetails/2248-Radnor-Ave-Long-Beach-CA-90815/21205003_zpid/
151,400 W Ocean Blvd UNIT 803,"$660,000","2 bds 2 ba 1,440 sqft",90802,33.766764,-118.196741,89145959,https://www.zillow.com/homedetails/400-W-Ocean-Blvd-UNIT-803-Long-Beach-CA-90802/89145959_zpid/
152,5500 Ackerfield Ave UNIT 405,"$275,000",2 bds 1 ba 873 sqft,90805,33.856531,-118.162914,21169709,https://www.zillow.com/homedetails/5500-Ackerfield-Ave-UNIT-405-Long-Beach-CA-90805/21169709_zpid/
153,20 Palermo Walk,"$1,949,000","3 bds 3 ba 2,450 sqft",90803,33.752985,-118.126129,21216951,https://www.zillow.com/homedetails/20-Palermo-Walk-Long-Beach-CA-90803/21216951_zpid/
154,140 Syracuse Walk,"$1,174,000","3 bds 2 ba 1,463 sqft",90803,33.754314,-118.120234,21215738,https://www.zillow.com/homedetails/140-Syracuse-Walk-Long-Beach-CA-90803/21215738_zpid/
155,2621 Vuelta Grande Ave,"$745,000","3 bds 2 ba 1,555 sqft",90815,33.803573,-118.108799,21206116,https://www.zillow.com/homedetails/2621-Vuelta-Grande-Ave-Long-Beach-CA-90815/21206116_zpid/
156,2343 E 17th St UNIT 311,"$329,000",2 bds 2 ba 822 sqft,90804,33.788395,-118.163723,21227036,https://www.zillow.com/homedetails/2343-E-17th-St-UNIT-311-Long-Beach-CA-90804/21227036_zpid/
157,4485 Myrtle Ave,"$1,400,000","6 bds 4 ba 2,944 sqft",90807,33.836968,-118.182151,21158614,https://www.zillow.com/homedetails/4485-Myrtle-Ave-Long-Beach-CA-90807/21158614_zpid/
158,5585 E Pacific Coast Hwy UNIT 154,"$363,000",2 bds 2 ba 913 sqft,90804,33.776449,-118.123396,21213480,https://www.zillow.com/homedetails/5585-E-Pacific-Coast-Hwy-UNIT-154-Long-Beach-CA-90804/21213480_zpid/
159,4242 Locust Ave,"$1,349,000","3 bds 3 ba 2,964 sqft",90807,33.833921,-118.193228,21161669,https://www.zillow.com/homedetails/4242-Locust-Ave-Long-Beach-CA-90807/21161669_zpid/
160,411 W Seaside Way UNIT 505,"$590,000","2 bds 2 ba 1,040 sqft",90802,33.766165,-118.196875,82582584,https://www.zillow.com/homedetails/411-W-Seaside-Way-UNIT-505-Long-Beach-CA-90802/82582584_zpid/
161,6255 Riviera Cir,"$829,900","3 bds 3 ba 2,206 sqft",90815,33.775362,-118.109429,21212161,https://www.zillow.com/homedetails/6255-Riviera-Cir-Long-Beach-CA-90815/21212161_zpid/
162,11 W Barclay St,"$625,000","3 bds 3 ba 1,903 sqft",90805,33.867258,-118.201089,21244227,https://www.zillow.com/homedetails/11-W-Barclay-St-Long-Beach-CA-90805/21244227_zpid/
163,620 Flint Ave,"$1,250,000","3 bds 3 ba 2,596 sqft",90814,33.773932,-118.122748,21214291,https://www.zillow.com/homedetails/620-Flint-Ave-Long-Beach-CA-90814/21214291_zpid/
164,454 E Adair St,"$454,900","3 bds 2 ba 1,349 sqft",90805,33.863955,-118.187254,21151762,https://www.zillow.com/homedetails/454-E-Adair-St-Long-Beach-CA-90805/21151762_zpid/
165,5775 E Corso Di Napoli,"$3,995,000","3 bds 3 ba 2,339 sqft",90803,33.751773,-118.122254,21216055,https://www.zillow.com/homedetails/5775-E-Corso-Di-Napoli-Long-Beach-CA-90803/21216055_zpid/
166,1 E Neapolitan Ln,"$2,250,000","4 bds 5 ba 3,000 sqft",90803,33.752391,-118.123088,21216020,https://www.zillow.com/homedetails/1-E-Neapolitan-Ln-Long-Beach-CA-90803/21216020_zpid/
167,4208 Tulane Ave,"$1,423,500","5 bds 4 ba 3,850 sqft",90808,33.834447,-118.12702,21185205,https://www.zillow.com/homedetails/4208-Tulane-Ave-Long-Beach-CA-90808/21185205_zpid/
168,3565 Linden Ave UNIT 208,"$295,000",1 bd1 ba 706 sqft,90807,33.821431,-118.186611,21162872,https://www.zillow.com/homedetails/3565-Linden-Ave-UNIT-208-Long-Beach-CA-90807/21162872_zpid/
169,388 E Ocean Blvd 706 # 706,"$345,000",1 bd1 ba 680 sqft,90802,33.766227,-118.18756,2082907241,https://www.zillow.com/homedetails/388-E-Ocean-Blvd-706-706-Long-Beach-CA-90802/2082907241_zpid/
170,6255 E Sea Breeze Dr # 28,"$229,000","3 bds 2 ba 1,488 sqft",90803,33.768072,-118.110048,2082120409,https://www.zillow.com/homedetails/6255-E-Sea-Breeze-Dr-28-Long-Beach-CA-90803/2082120409_zpid/
171,5421 Heron Bay,"$899,900","3 bds 3 ba 1,769 sqft",90803,33.768465,-118.125153,21215202,https://www.zillow.com/homedetails/5421-Heron-Bay-Long-Beach-CA-90803/21215202_zpid/
172,4598 Vacant Land,"$98,500","1,184 sqft lot",90814,33.771703,-118.144062,2082059863,https://www.zillow.com/homedetails/4598-Vacant-Land-Long-Beach-CA-90814/2082059863_zpid/
173,1109 E 1st St APT 9,"$239,000",Studio1 ba 403 sqft,90802,33.767267,-118.178517,21232029,https://www.zillow.com/homedetails/1109-E-1st-St-APT-9-Long-Beach-CA-90802/21232029_zpid/
174,3540 Orange Ave,"$1,250,000","5 bds 4 ba 2,710 sqft",90807,33.821054,-118.17599,21163945,https://www.zillow.com/homedetails/3540-Orange-Ave-Long-Beach-CA-90807/21163945_zpid/
175,247 E Randolph Pl,"$925,500","3 bds 2 ba 1,410 sqft",90807,33.832127,-118.190206,21161205,https://www.zillow.com/homedetails/247-E-Randolph-Pl-Long-Beach-CA-90807/21161205_zpid/
176,5058 E Atherton St,"$530,000","2 bds 2 ba 1,168 sqft",90815,33.789014,-118.135108,21201153,https://www.zillow.com/homedetails/5058-E-Atherton-St-Long-Beach-CA-90815/21201153_zpid/
177,550 Orange Ave UNIT 139,"$329,000",1 bd1 ba 697 sqft,90802,33.773606,-118.175746,21233273,https://www.zillow.com/homedetails/550-Orange-Ave-UNIT-139-Long-Beach-CA-90802/21233273_zpid/
178,207 E Broadway APT 801,"$2,490,000","2 bds 2 ba 2,810 sqft",90802,33.769458,-118.190848,82872292,https://www.zillow.com/homedetails/207-E-Broadway-APT-801-Long-Beach-CA-90802/82872292_zpid/
179,955 E 3rd St UNIT 303,"$459,000","2 bds 2 ba 1,085 sqft",90802,33.771035,-118.180605,21237505,https://www.zillow.com/homedetails/955-E-3rd-St-UNIT-303-Long-Beach-CA-90802/21237505_zpid/
180,5557 E Sorrento Dr,"$3,698,000","6 bds 5 ba 3,619 sqft",90803,33.759172,-118.125266,21216451,https://www.zillow.com/homedetails/5557-E-Sorrento-Dr-Long-Beach-CA-90803/21216451_zpid/
181,110 Cordova Walk,"$1,499,000","4 bds 4 ba 2,505 sqft",90803,33.754628,-118.121048,21215774,https://www.zillow.com/homedetails/110-Cordova-Walk-Long-Beach-CA-90803/21215774_zpid/
182,5681 E Vernon St,$--,"3 bds 2 ba 1,574 sqft",90815,33.802258,-118.121552,21204758,https://www.zillow.com/homedetails/5681-E-Vernon-St-Long-Beach-CA-90815/21204758_zpid/
183,3420 Armourdale Ave,"$920,000","5 bds 3 ba 2,230 sqft",90808,33.818903,-118.079571,21137736,https://www.zillow.com/homedetails/3420-Armourdale-Ave-Long-Beach-CA-90808/21137736_zpid/
184,1111 E Appleton St APT 3,"$299,900",1 bd1 ba 701 sqft,90802,33.769557,-118.178078,21237737,https://www.zillow.com/homedetails/1111-E-Appleton-St-APT-3-Long-Beach-CA-90802/21237737_zpid/
185,26 Loma Ave,"$510,000","2 bds 2 ba 1,191 sqft",90803,33.761484,-118.150043,21223955,https://www.zillow.com/homedetails/26-Loma-Ave-Long-Beach-CA-90803/21223955_zpid/
186,370 Wisconsin Ave UNIT 306,"$425,000","2 bds 2 ba 1,027 sqft",90814,33.770659,-118.16135,119679010,https://www.zillow.com/homedetails/370-Wisconsin-Ave-UNIT-306-Long-Beach-CA-90814/119679010_zpid/
187,6264 E Marina View Dr # 313,"$185,000",2 bds 2 ba 960 sqft,90803,33.766236,-118.110089,2086495828,https://www.zillow.com/homedetails/6264-E-Marina-View-Dr-313-Long-Beach-CA-90803/2086495828_zpid/
188,325 Cedar Ave UNIT 9,"$297,000",1 bd1 ba 818 sqft,90802,33.771119,-118.195434,21240379,https://www.zillow.com/homedetails/325-Cedar-Ave-UNIT-9-Long-Beach-CA-90802/21240379_zpid/
189,831 Pine Ave,"$634,900","1 bd1 ba 1,606 sqft",90813,33.777244,-118.192428,2134250674,https://www.zillow.com/homedetails/831-Pine-Ave-Long-Beach-CA-90813/2134250674_zpid/
191,2420 Granada Ave,"$739,000","3 bds 2 ba 1,730 sqft",90815,33.801532,-118.134869,21202500,https://www.zillow.com/homedetails/2420-Granada-Ave-Long-Beach-CA-90815/21202500_zpid/
192,4701 Walnut Ave,"$639,900","3 bds 2 ba 1,634 sqft",90807,33.844221,-118.17176,21158693,https://www.zillow.com/homedetails/4701-Walnut-Ave-Long-Beach-CA-90807/21158693_zpid/
194,3595 Santa Fe Ave SPC 142,"$480,000","3 bds 2 ba 1,600 sqft",90810,33.820369,-118.218058,2094905175,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-SPC-142-Long-Beach-CA-90810/2094905175_zpid/
195,3695 Linden Ave UNIT 7C,"$370,000",1 bd1 ba 940 sqft,90807,33.823915,-118.186949,21162793,https://www.zillow.com/homedetails/3695-Linden-Ave-UNIT-7C-Long-Beach-CA-90807/21162793_zpid/
196,360 W Ocean Blvd APT 1103,"$320,000",1 bd1 ba 472 sqft,90802,33.76682,-118.196181,21238662,https://www.zillow.com/homedetails/360-W-Ocean-Blvd-APT-1103-Long-Beach-CA-90802/21238662_zpid/
197,3653 Denver Ave,"$484,900","4 bds 2 ba 1,181 sqft",90810,33.823313,-118.212085,95618404,https://www.zillow.com/homedetails/3653-Denver-Ave-Long-Beach-CA-90810/95618404_zpid/
198,227 Ximeno Ave,"$1,199,000","2 bds 2 ba 1,814 sqft",90803,33.764276,-118.141774,21224391,https://www.zillow.com/homedetails/227-Ximeno-Ave-Long-Beach-CA-90803/21224391_zpid/
199,66 Sicilian Walk,"$2,200,000","3 bds 3 ba 3,646 sqft",90803,33.752736,-118.121568,21216079,https://www.zillow.com/homedetails/66-Sicilian-Walk-Long-Beach-CA-90803/21216079_zpid/
200,3751 Cedar Ave,"$1,135,000","3 bds 3 ba 2,643 sqft",90807,33.825985,-118.196274,21162487,https://www.zillow.com/homedetails/3751-Cedar-Ave-Long-Beach-CA-90807/21162487_zpid/
201,1164 E Ocean Blvd,"$535,992",1 bd1 ba 902 sqft,90802,33.765211,-118.177716,21231756,https://www.zillow.com/homedetails/1164-E-Ocean-Blvd-Long-Beach-CA-90802/21231756_zpid/
202,3346 Gale Ave,"Est. $308,619",2 bds 1.5 ba 791 sqft,90810,33.818001,-118.207515,21246552,https://www.zillow.com/homedetails/3346-Gale-Ave-Long-Beach-CA-90810/21246552_zpid/
203,5828 Lime Ave,"$549,999","3 bds 2 ba 1,292 sqft",90805,33.860659,-118.183696,21151423,https://www.zillow.com/homedetails/5828-Lime-Ave-Long-Beach-CA-90805/21151423_zpid/
204,6296 E Marina View Dr # 329,"$219,500","2 bds 2 ba 1,344 sqft",90803,33.767611,-118.108458,2103703409,https://www.zillow.com/homedetails/6296-E-Marina-View-Dr-329-Long-Beach-CA-90803/2103703409_zpid/
205,8316 Marina Pacifica Dr N,"$829,000","3 bds 2 ba 1,777 sqft",90803,33.759619,-118.116591,21214848,https://www.zillow.com/homedetails/8316-Marina-Pacifica-Dr-N-Long-Beach-CA-90803/21214848_zpid/
206,17 61st Pl,"$1,850,000","4 bds 4 ba 2,699 sqft",90803,33.74865,-118.123733,21217364,https://www.zillow.com/homedetails/17-61st-Pl-Long-Beach-CA-90803/21217364_zpid/
207,5585 E Pacific Coast Hwy UNIT 311,"$365,000",2 bds 2 ba 913 sqft,90804,33.776449,-118.123396,21213578,https://www.zillow.com/homedetails/5585-E-Pacific-Coast-Hwy-UNIT-311-Long-Beach-CA-90804/21213578_zpid/
209,746 N Virginia Ct,"$320,000",1 bd1 ba 640 sqft,90813,33.77622,-118.196937,21236119,https://www.zillow.com/homedetails/746-N-Virginia-Ct-Long-Beach-CA-90813/21236119_zpid/
210,6436 E Fairbrook St,$--,"5 bds 2 ba 1,747 sqft",90815,33.791309,-118.106536,21206827,https://www.zillow.com/homedetails/6436-E-Fairbrook-St-Long-Beach-CA-90815/21206827_zpid/
211,5364 Cedar Ave,"$460,000","3 bds 2 ba 1,158 sqft",90805,33.853713,-118.193483,21155712,https://www.zillow.com/homedetails/5364-Cedar-Ave-Long-Beach-CA-90805/21155712_zpid/
213,62 62nd Pl,"$1,599,000","3 bds 4 ba 2,196 sqft",90803,33.748958,-118.122203,21217491,https://www.zillow.com/homedetails/62-62nd-Pl-Long-Beach-CA-90803/21217491_zpid/
214,110 Belmont Ave,"$1,069,000","3 bds 2 ba 2,048 sqft",90803,33.761405,-118.144513,21224309,https://www.zillow.com/homedetails/110-Belmont-Ave-Long-Beach-CA-90803/21224309_zpid/
215,775 Havana Ave,"$1,200,000","3 bds 2 ba 1,883 sqft",90804,33.77671,-118.126633,21214140,https://www.zillow.com/homedetails/775-Havana-Ave-Long-Beach-CA-90804/21214140_zpid/
216,121 Belmont Ave,"$1,795,000","4 bds 3 ba 2,808 sqft",90803,33.76177,-118.145121,21224219,https://www.zillow.com/homedetails/121-Belmont-Ave-Long-Beach-CA-90803/21224219_zpid/
217,5729 Avenida Estoril Cir,"$1,060,000","3 bds 3 ba 2,487 sqft",90814,33.769486,-118.119362,21218612,https://www.zillow.com/homedetails/5729-Avenida-Estoril-Cir-Long-Beach-CA-90814/21218612_zpid/
218,6086 Lido Ln,"$4,595,000","4 bds 4 ba 3,970 sqft",90803,33.752036,-118.115216,21216260,https://www.zillow.com/homedetails/6086-Lido-Ln-Long-Beach-CA-90803/21216260_zpid/
219,1430 E 17th St,"$929,900","9 bds 6 ba 3,561 sqft",90813,33.787777,-118.173484,21234769,https://www.zillow.com/homedetails/1430-E-17th-St-Long-Beach-CA-90813/21234769_zpid/
220,44 Rivo Alto Canal,"$2,249,000","4 bds 3 ba 2,271 sqft",90803,33.755063,-118.125228,21216841,https://www.zillow.com/homedetails/44-Rivo-Alto-Canal-Long-Beach-CA-90803/21216841_zpid/
221,1 62nd Pl UNIT 303,"$684,000","2 bds 2 ba 1,207 sqft",90803,33.748162,-118.123284,21217552,https://www.zillow.com/homedetails/1-62nd-Pl-UNIT-303-Long-Beach-CA-90803/21217552_zpid/
222,387 Manila Ave,"$1,099,000","3 bds 3 ba 1,692 sqft",90814,33.771258,-118.121477,21218197,https://www.zillow.com/homedetails/387-Manila-Ave-Long-Beach-CA-90814/21218197_zpid/
223,388 E Ocean Blvd UNIT 1211,"$388,000",1 bd1 ba 680 sqft,90802,33.766227,-118.18756,68994463,https://www.zillow.com/homedetails/388-E-Ocean-Blvd-UNIT-1211-Long-Beach-CA-90802/68994463_zpid/
224,3833 E 2nd St UNIT 105,"$469,999","1 bd2 ba 1,008 sqft",90803,33.7627,-118.147274,21224188,https://www.zillow.com/homedetails/3833-E-2nd-St-UNIT-105-Long-Beach-CA-90803/21224188_zpid/
225,100 Atlantic Ave APT 601,"$405,900",2 bds 1 ba 820 sqft,90802,33.768401,-118.184614,111372329,https://www.zillow.com/homedetails/100-Atlantic-Ave-APT-601-Long-Beach-CA-90802/111372329_zpid/
226,1000 E Ocean Blvd UNIT 715,"$998,800","3 bds 2 ba 1,952 sqft",90802,33.765721,-118.180985,63093005,https://www.zillow.com/homedetails/1000-E-Ocean-Blvd-UNIT-715-Long-Beach-CA-90802/63093005_zpid/
227,215 Granada Ave,"$959,000","2 bds 2 ba 1,145 sqft",90803,33.761607,-118.135603,21220431,https://www.zillow.com/homedetails/215-Granada-Ave-Long-Beach-CA-90803/21220431_zpid/
228,6507 E Seaside Walk,"$3,495,000","3 bds 4 ba 3,356 sqft",90803,33.746962,-118.121258,21217561,https://www.zillow.com/homedetails/6507-E-Seaside-Walk-Long-Beach-CA-90803/21217561_zpid/
229,215 Rivo Alto Canal,"$3,975,000","4 bds 6 ba 4,800 sqft",90803,33.752623,-118.122934,21216013,https://www.zillow.com/homedetails/215-Rivo-Alto-Canal-Long-Beach-CA-90803/21216013_zpid/
230,5356 Olive Ave,"$490,051","3 bds 2 ba 1,074 sqft",90805,33.853496,-118.182843,21155593,https://www.zillow.com/homedetails/5356-Olive-Ave-Long-Beach-CA-90805/21155593_zpid/
231,2981 Eucalyptus Ave,$--,"4 bds 3 ba 2,478 sqft",90806,33.811357,-118.197278,21194911,https://www.zillow.com/homedetails/2981-Eucalyptus-Ave-Long-Beach-CA-90806/21194911_zpid/
232,7105 Marina Pacifica Dr S,"$474,900",1 bd1 ba 926 sqft,90803,33.759631,-118.116923,21214928,https://www.zillow.com/homedetails/7105-Marina-Pacifica-Dr-S-Long-Beach-CA-90803/21214928_zpid/
233,3811 E Livingston Dr APT 102,"$749,900","3 bds 3 ba 1,327 sqft",90803,33.760822,-118.147733,2120744950,https://www.zillow.com/homedetails/3811-E-Livingston-Dr-APT-102-Long-Beach-CA-90803/2120744950_zpid/
234,835 Locust Ave UNIT 612,"$689,000","2 bds 1 ba 1,702 sqft",90813,33.777225,-118.191454,65252401,https://www.zillow.com/homedetails/835-Locust-Ave-UNIT-612-Long-Beach-CA-90813/65252401_zpid/
235,335 Cedar Ave UNIT 409,"$375,000",2 bds 2 ba 869 sqft,90802,33.771325,-118.195433,21240062,https://www.zillow.com/homedetails/335-Cedar-Ave-UNIT-409-Long-Beach-CA-90802/21240062_zpid/
236,4167 N Greenbrier Rd,"$1,099,900","4 bds 3 ba 2,331 sqft",90808,33.834307,-118.133065,21185027,https://www.zillow.com/homedetails/4167-N-Greenbrier-Rd-Long-Beach-CA-90808/21185027_zpid/
237,685 Mira Mar Ave,"$1,095,000","6 bds 4 ba 2,624 sqft",90814,33.775057,-118.147219,21222644,https://www.zillow.com/homedetails/685-Mira-Mar-Ave-Long-Beach-CA-90814/21222644_zpid/
238,6150 E Bay Shore Walk APT 301,"$749,000",2 bds 2 ba 961 sqft,90803,33.749565,-118.122283,21217466,https://www.zillow.com/homedetails/6150-E-Bay-Shore-Walk-APT-301-Long-Beach-CA-90803/21217466_zpid/
239,5535 Ackerfield Ave UNIT 26,"$369,000","3 bds 2 ba 1,069 sqft",90805,33.857776,-118.163668,21169641,https://www.zillow.com/homedetails/5535-Ackerfield-Ave-UNIT-26-Long-Beach-CA-90805/21169641_zpid/
240,3835 Elm Ave,"Est. $2,259,208","6 bds 6 ba 6,200 sqft",90807,33.827962,-118.188331,21161167,https://www.zillow.com/homedetails/3835-Elm-Ave-Long-Beach-CA-90807/21161167_zpid/
241,6620 E Ocean Blvd,"$1,799,000","5 bds 3 ba 3,400 sqft",90803,33.746924,-118.120175,21217667,https://www.zillow.com/homedetails/6620-E-Ocean-Blvd-Long-Beach-CA-90803/21217667_zpid/
242,208 Nieto Ave,"$1,049,900","2 bds 2 ba 1,140 sqft",90803,33.760933,-118.134615,21220343,https://www.zillow.com/homedetails/208-Nieto-Ave-Long-Beach-CA-90803/21220343_zpid/
243,2601 E Ocean Blvd UNIT 110,"$469,000",1 bd1 ba 672 sqft,90803,33.763364,-118.162022,21230501,https://www.zillow.com/homedetails/2601-E-Ocean-Blvd-UNIT-110-Long-Beach-CA-90803/21230501_zpid/
244,2234 E Spaulding St,"$800,000","6 bds 3 ba 1,825 sqft",90804,33.785058,-118.164744,21227554,https://www.zillow.com/homedetails/2234-E-Spaulding-St-Long-Beach-CA-90804/21227554_zpid/
245,3595 Santa Fe Ave #12,"$359,000","2 bds 2 ba 1,900 sqft",90810,33.820476,-118.218193,2093791862,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-12-Long-Beach-CA-90810/2093791862_zpid/
246,1071 E Chanda Ct,"Est. $478,870","3 bds 2.5 ba 1,082 sqft",90813,33.776282,-118.178587,21233093,https://www.zillow.com/homedetails/1071-E-Chanda-Ct-Long-Beach-CA-90813/21233093_zpid/
247,1090 Martin Luther King Jr Ave,"$668,000","3 bds 3 ba 1,584 sqft",90813,33.780481,-118.180489,21237155,https://www.zillow.com/homedetails/1090-Martin-Luther-King-Jr-Ave-Long-Beach-CA-90813/21237155_zpid/
248,3537 Falcon Ave,"$687,038","4 bds 2 ba 1,636 sqft",90807,33.819931,-118.173061,2084221454,https://www.zillow.com/homedetails/3537-Falcon-Ave-Long-Beach-CA-90807/2084221454_zpid/
249,4833 Blackthorne Ave,"$646,638","3 bds 2 ba 1,091 sqft",90808,33.845733,-118.140568,21184071,https://www.zillow.com/homedetails/4833-Blackthorne-Ave-Long-Beach-CA-90808/21184071_zpid/
250,488 E Ocean Blvd UNIT 418,"$538,000",2 bds 2 ba 960 sqft,90802,33.766222,-118.187548,68994597,https://www.zillow.com/homedetails/488-E-Ocean-Blvd-UNIT-418-Long-Beach-CA-90802/68994597_zpid/
251,6475 Atlantic Ave SPC 274,"$80,000",3 bds 1 ba -- sqft,90805,33.870934,-118.189174,2081571513,https://www.zillow.com/homedetails/6475-Atlantic-Ave-SPC-274-Long-Beach-CA-90805/2081571513_zpid/
253,2100 Earl Ave,"$1,300,000","9 bds 8 ba 3,620 sqft",90806,33.79546,-118.191292,2084391607,https://www.zillow.com/homedetails/2100-Earl-Ave-Long-Beach-CA-90806/2084391607_zpid/
254,1901 E Ocean Blvd UNIT 206,"$685,000","2 bds 3 ba 1,544 sqft",90802,33.764892,-118.168817,21232672,https://www.zillow.com/homedetails/1901-E-Ocean-Blvd-UNIT-206-Long-Beach-CA-90802/21232672_zpid/
255,700 E Ocean Blvd UNIT 2602,"$645,995","2 bds 2 ba 1,080 sqft",90802,33.765741,-118.184199,21239048,https://www.zillow.com/homedetails/700-E-Ocean-Blvd-UNIT-2602-Long-Beach-CA-90802/21239048_zpid/
256,3595 Santa Fe Ave SPC 85,"$509,000","4 bds 2 ba 1,600 sqft",90810,33.820476,-118.218193,2083544618,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-SPC-85-Long-Beach-CA-90810/2083544618_zpid/
257,3738 Albury Ave,"$595,797",2 bds 1 ba 808 sqft,90808,33.826205,-118.116961,21186153,https://www.zillow.com/homedetails/3738-Albury-Ave-Long-Beach-CA-90808/21186153_zpid/
258,1400 E Ocean Blvd UNIT 1305,"$1,345,000","3 bds 2 ba 1,259 sqft",90802,33.764597,-118.174818,58480115,https://www.zillow.com/homedetails/1400-E-Ocean-Blvd-UNIT-1305-Long-Beach-CA-90802/58480115_zpid/
259,1701 E 1st St,"$1,380,000","6 bds 4 ba 2,744 sqft",90802,33.766265,-118.171427,21232701,https://www.zillow.com/homedetails/1701-E-1st-St-Long-Beach-CA-90802/21232701_zpid/
260,6932 E El Roble St,"Est. $710,926","3 bds 2 ba 1,039 sqft",90815,33.787084,-118.098181,21211080,https://www.zillow.com/homedetails/6932-E-El-Roble-St-Long-Beach-CA-90815/21211080_zpid/
261,3913 N Virginia Rd UNIT 107,"$498,000","2 bds 2 ba 1,070 sqft",90807,33.82951,-118.190336,21161336,https://www.zillow.com/homedetails/3913-N-Virginia-Rd-UNIT-107-Long-Beach-CA-90807/21161336_zpid/
262,323 W 4th St APT 406,"$219,500",Studio1 ba 370 sqft,90802,33.772026,-118.195593,21240278,https://www.zillow.com/homedetails/323-W-4th-St-APT-406-Long-Beach-CA-90802/21240278_zpid/
