,address,price,details,zipcode,latitude,longitude,zpid,link
390,2729 Iroquois Ave,"Est. $620,138","3 bds 1 ba 1,343 sqft",90815,33.80616,-118.10637,21208295,https://www.zillow.com/homedetails/2729-Iroquois-Ave-Long-Beach-CA-90815/21208295_zpid/
391,3623 E 11th St,"Est. $503,145",2 bds 1 ba 852 sqft,90804,33.780886,-118.149604,21222125,https://www.zillow.com/homedetails/3623-E-11th-St-Long-Beach-CA-90804/21222125_zpid/
392,700 E Ocean Blvd UNIT 2308,"$849,000","3 bds 2 ba 1,260 sqft",90802,33.765741,-118.184199,21239030,https://www.zillow.com/homedetails/700-E-Ocean-Blvd-UNIT-2308-Long-Beach-CA-90802/21239030_zpid/
393,2114 Nipomo Ave,"Est. $806,017","4 bds 3 ba 2,253 sqft",90815,33.794087,-118.101713,21208018,https://www.zillow.com/homedetails/2114-Nipomo-Ave-Long-Beach-CA-90815/21208018_zpid/
394,1000 E Ocean Blvd UNIT 305,"$1,250,000","3 bds 2 ba 1,409 sqft",90802,33.765392,-118.181088,63093025,https://www.zillow.com/homedetails/1000-E-Ocean-Blvd-UNIT-305-Long-Beach-CA-90802/63093025_zpid/
395,5723 E Mezzanine Way,"Est. $647,227","3 bds 1 ba 1,031 sqft",90808,33.815482,-118.120629,21190222,https://www.zillow.com/homedetails/5723-E-Mezzanine-Way-Long-Beach-CA-90808/21190222_zpid/
396,178 W 67th Way,"$505,000",3 bds 1 ba 966 sqft,90805,33.876589,-118.205293,21243614,https://www.zillow.com/homedetails/178-W-67th-Way-Long-Beach-CA-90805/21243614_zpid/
397,3438 Adriatic Ave,"$429,995",2 bds 1 ba 819 sqft,90810,33.819633,-118.21422,21246299,https://www.zillow.com/homedetails/3438-Adriatic-Ave-Long-Beach-CA-90810/21246299_zpid/
398,1717 E Artesia Blvd,"$469,000","1 bd1 ba 1,258 sqft",90805,33.874916,-118.171468,21146380,https://www.zillow.com/homedetails/1717-E-Artesia-Blvd-Long-Beach-CA-90805/21146380_zpid/
399,388 E Ocean Blvd UNIT 1601,"Est. $587,350",2 bds 2 ba 960 sqft,90802,33.766227,-118.18756,68994498,https://www.zillow.com/homedetails/388-E-Ocean-Blvd-UNIT-1601-Long-Beach-CA-90802/68994498_zpid/
400,1358 Gundry Ave,"Est. $520,948","5 bds 2 ba 1,206 sqft",90813,33.784025,-118.173846,21234973,https://www.zillow.com/homedetails/1358-Gundry-Ave-Long-Beach-CA-90813/21234973_zpid/
401,10 N Alboni Pl # 8,"Est. $437,801","2 bds 1 ba 1,209 sqft",90802,33.766563,-118.181576,21231210,https://www.zillow.com/homedetails/10-N-Alboni-Pl-8-Long-Beach-CA-90802/21231210_zpid/
402,5431 E 29th St,"Est. $653,488","3 bds 2 ba 1,253 sqft",90815,33.809094,-118.127435,21201779,https://www.zillow.com/homedetails/5431-E-29th-St-Long-Beach-CA-90815/21201779_zpid/
403,455 E Ocean Blvd APT 401,"$489,000",1 bd1 ba 981 sqft,90802,33.766991,-118.186661,21241302,https://www.zillow.com/homedetails/455-E-Ocean-Blvd-APT-401-Long-Beach-CA-90802/21241302_zpid/
405,1117 N Nylic Ct,"$767,238","4 bds 4 ba 2,406 sqft",90813,33.780622,-118.200088,21235616,https://www.zillow.com/homedetails/1117-N-Nylic-Ct-Long-Beach-CA-90813/21235616_zpid/
406,1171 E Claiborne Dr,"Est. $931,286","3 bds 2 ba 1,755 sqft",90807,33.839298,-118.177024,21158472,https://www.zillow.com/homedetails/1171-E-Claiborne-Dr-Long-Beach-CA-90807/21158472_zpid/
407,3452 Elm Ave UNIT 203,"Est. $261,718",1 bd1 ba 717 sqft,90807,33.819907,-118.187532,21162661,https://www.zillow.com/homedetails/3452-Elm-Ave-UNIT-203-Long-Beach-CA-90807/21162661_zpid/
408,1009 Gardenia Ave,"$795,000","4 bds 4 ba 2,460 sqft",90813,33.779261,-118.168845,21233861,https://www.zillow.com/homedetails/1009-Gardenia-Ave-Long-Beach-CA-90813/21233861_zpid/
409,1404 E 1st St APT 8,"Est. $304,866",1 bd1 ba 657 sqft,90802,33.766069,-118.174318,21232351,https://www.zillow.com/homedetails/1404-E-1st-St-APT-8-Long-Beach-CA-90802/21232351_zpid/
410,2049 Orange Ave,"$899,900","3 bds 2 ba 3,424 sqft",90806,33.794874,-118.176639,68978869,https://www.zillow.com/homedetails/2049-Orange-Ave-Long-Beach-CA-90806/68978869_zpid/
411,3141 Chatwin Ave,"Est. $677,603","3 bds 2 ba 1,384 sqft",90808,33.813598,-118.123515,21190393,https://www.zillow.com/homedetails/3141-Chatwin-Ave-Long-Beach-CA-90808/21190393_zpid/
412,6348 E Marita St,"Est. $780,032","3 bds 2 ba 1,676 sqft",90815,33.790577,-118.109082,21206748,https://www.zillow.com/homedetails/6348-E-Marita-St-Long-Beach-CA-90815/21206748_zpid/
413,388 E Ocean Blvd UNIT 102,"$600,000",2 bds 2 ba 990 sqft,90802,33.766154,-118.18812,68994329,https://www.zillow.com/homedetails/388-E-Ocean-Blvd-UNIT-102-Long-Beach-CA-90802/68994329_zpid/
414,2154 Pacific Ave,"$750,888","3 bds 3 ba 2,600 sqft",90806,33.79628,-118.193365,136153452,https://www.zillow.com/homedetails/2154-Pacific-Ave-Long-Beach-CA-90806/136153452_zpid/
415,1505 Hile Ave,"Est. $416,589",1 bd1 ba 616 sqft,90804,33.786499,-118.159646,21227231,https://www.zillow.com/homedetails/1505-Hile-Ave-Long-Beach-CA-90804/21227231_zpid/
416,2027 E Appleton St UNIT 11,"Est. $435,869",2 bds 1 ba 984 sqft,90803,33.76809,-118.166947,21229309,https://www.zillow.com/homedetails/2027-E-Appleton-St-UNIT-11-Long-Beach-CA-90803/21229309_zpid/
417,3101 E 2nd St UNIT 1A,"Est. $532,767",2 bds 1 ba 980 sqft,90803,33.764334,-118.154958,21230086,https://www.zillow.com/homedetails/3101-E-2nd-St-UNIT-1A-Long-Beach-CA-90803/21230086_zpid/
418,835 Locust Ave UNIT 323,"Est. $625,506","1 bd1 ba 1,697 sqft",90813,33.77727,-118.191448,65252364,https://www.zillow.com/homedetails/835-Locust-Ave-UNIT-323-Long-Beach-CA-90813/65252364_zpid/
419,133 The Promenade N UNIT 404,"$575,000","1 bd2 ba 1,077 sqft",90802,33.768602,-118.191098,82750225,https://www.zillow.com/homedetails/133-The-Promenade-N-UNIT-404-Long-Beach-CA-90802/82750225_zpid/
420,6273 E Emerald Cove Dr # 282,"$234,000","3 bds 2 ba 1,360 sqft",90803,33.767122,-118.110399,2102175524,https://www.zillow.com/homedetails/6273-E-Emerald-Cove-Dr-282-Long-Beach-CA-90803/2102175524_zpid/
422,63 65th Pl,"$2,399,000","5 bds 6 ba 4,000 sqft",90803,33.748168,-118.120844,2089567894,https://www.zillow.com/homedetails/63-65th-Pl-Long-Beach-CA-90803/2089567894_zpid/
423,8170 E Topia St,"Est. $640,346","3 bds 2 ba 1,462 sqft",90808,33.819792,-118.069585,21138983,https://www.zillow.com/homedetails/8170-E-Topia-St-Long-Beach-CA-90808/21138983_zpid/
424,388 E Ocean Blvd UNIT 301,"$529,000",2 bds 2 ba 960 sqft,90802,33.766154,-118.18812,68994345,https://www.zillow.com/homedetails/388-E-Ocean-Blvd-UNIT-301-Long-Beach-CA-90802/68994345_zpid/
425,850 E Ocean Blvd UNIT 503,"$899,000","2 bds 2 ba 1,377 sqft",90802,33.765635,-118.18208,21232826,https://www.zillow.com/homedetails/850-E-Ocean-Blvd-UNIT-503-Long-Beach-CA-90802/21232826_zpid/
426,448 N Bellflower Blvd UNIT 103,"$359,000",1 bd1 ba 693 sqft,90814,33.771607,-118.120013,21218637,https://www.zillow.com/homedetails/448-N-Bellflower-Blvd-UNIT-103-Long-Beach-CA-90814/21218637_zpid/
427,847 Junipero Ave,"Est. $682,839","4 bds 1 ba 1,743 sqft",90804,33.777993,-118.163614,21228548,https://www.zillow.com/homedetails/847-Junipero-Ave-Long-Beach-CA-90804/21228548_zpid/
429,637 E 4th St UNIT A,"$639,000","1 bd2 ba 1,421 sqft",90802,33.772019,-118.18407,89145903,https://www.zillow.com/homedetails/637-E-4th-St-UNIT-A-Long-Beach-CA-90802/89145903_zpid/
430,273 E Del Amo Blvd,"$510,000",2 bds 1 ba 700 sqft,90805,33.846874,-118.190158,21156385,https://www.zillow.com/homedetails/273-E-Del-Amo-Blvd-Long-Beach-CA-90805/21156385_zpid/
431,6247 E Golden Sands Dr #184,"$209,900",2 bds 2 ba 900 sqft,90803,33.76724,-118.1115,2098445622,https://www.zillow.com/homedetails/6247-E-Golden-Sands-Dr-184-Long-Beach-CA-90803/2098445622_zpid/
432,8024 Dorado Cir,"$939,990","4 bds 3 ba 2,527 sqft",90808,33.822626,-118.072929,2084012329,https://www.zillow.com/homedetails/8024-Dorado-Cir-Long-Beach-CA-90808/2084012329_zpid/
433,4424 Gaviota Ave,"Est. $637,372","3 bds 2 ba 1,885 sqft",90807,33.837925,-118.169875,21159167,https://www.zillow.com/homedetails/4424-Gaviota-Ave-Long-Beach-CA-90807/21159167_zpid/
434,1067 Stanley Ave,"Est. $559,775","3 bds 2 ba 1,298 sqft",90804,33.780219,-118.162526,21228396,https://www.zillow.com/homedetails/1067-Stanley-Ave-Long-Beach-CA-90804/21228396_zpid/
435,5836 E Marita St,"Est. $756,853","3 bds 1 ba 1,600 sqft",90815,33.790788,-118.118466,21204076,https://www.zillow.com/homedetails/5836-E-Marita-St-Long-Beach-CA-90815/21204076_zpid/
436,5585 E Pacific Coast Hwy UNIT 314,"$310,000",1 bd1 ba 597 sqft,90804,33.776449,-118.123396,21213589,https://www.zillow.com/homedetails/5585-E-Pacific-Coast-Hwy-UNIT-314-Long-Beach-CA-90804/21213589_zpid/
437,3520 Kemble Ave,"Est. $643,036","3 bds 2 ba 1,120 sqft",90808,33.820485,-118.067676,21139040,https://www.zillow.com/homedetails/3520-Kemble-Ave-Long-Beach-CA-90808/21139040_zpid/
438,6120 Marina Pacifica Dr S,"$439,500",Studio1 ba 787 sqft,90803,33.759624,-118.116603,21214922,https://www.zillow.com/homedetails/6120-Marina-Pacifica-Dr-S-Long-Beach-CA-90803/21214922_zpid/
439,525 E Seaside Way UNIT 402,"Est. $391,456",1 bd1 ba 622 sqft,90802,33.765908,-118.185676,21238695,https://www.zillow.com/homedetails/525-E-Seaside-Way-UNIT-402-Long-Beach-CA-90802/21238695_zpid/
440,3121 Long Beach Blvd,"$294,000","7,688 sqft lot",90807,33.814437,-118.1897,2088562922,https://www.zillow.com/homedetails/3121-Long-Beach-Blvd-Long-Beach-CA-90807/2088562922_zpid/
441,3595 Santa Fe Ave # 51,"$514,500","3 bds 2 ba 1,600 sqft",90810,33.820369,-118.218058,2082907940,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-51-Long-Beach-CA-90810/2082907940_zpid/
442,1521 Locust Ave APT 3,"Est. $360,753","2 bds 2 ba 1,064 sqft",90813,33.785836,-118.191452,21235126,https://www.zillow.com/homedetails/1521-Locust-Ave-APT-3-Long-Beach-CA-90813/21235126_zpid/
443,6065 Gundry Ave,"Est. $445,530",2 bds 1 ba 915 sqft,90805,33.865399,-118.175572,21150047,https://www.zillow.com/homedetails/6065-Gundry-Ave-Long-Beach-CA-90805/21150047_zpid/
444,6259 California Ave,"Est. $531,779","4 bds 2 ba 1,464 sqft",90805,33.868444,-118.181385,21147406,https://www.zillow.com/homedetails/6259-California-Ave-Long-Beach-CA-90805/21147406_zpid/
445,1750 E Ocean Blvd UNIT 404,"$529,900",1 bd1 ba 632 sqft,90802,33.764354,-118.171144,21232440,https://www.zillow.com/homedetails/1750-E-Ocean-Blvd-UNIT-404-Long-Beach-CA-90802/21232440_zpid/
446,1720 E 1st St APT 1,"$4,450,000","4 bds 3 ba 8,926 sqft",90802,33.765692,-118.171303,2091250328,https://www.zillow.com/homedetails/1720-E-1st-St-APT-1-Long-Beach-CA-90802/2091250328_zpid/
447,488 E Ocean Blvd UNIT 1701,"$649,000",2 bds 2 ba 960 sqft,90802,33.766227,-118.18756,68994783,https://www.zillow.com/homedetails/488-E-Ocean-Blvd-UNIT-1701-Long-Beach-CA-90802/68994783_zpid/
448,224 Rivo Alto Canal,"$4,000,000","5,619 sqft lot",90803,33.753041,-118.123398,2090157023,https://www.zillow.com/homedetails/224-Rivo-Alto-Canal-Long-Beach-CA-90803/2090157023_zpid/
449,2121 Shipway Ave,"Est. $811,178","4 bds 2 ba 2,209 sqft",90815,33.794453,-118.093585,21209178,https://www.zillow.com/homedetails/2121-Shipway-Ave-Long-Beach-CA-90815/21209178_zpid/
450,850 E Ocean Blvd APT 607,"$999,900","3 bds 3 ba 1,788 sqft",90802,33.765635,-118.18208,21232838,https://www.zillow.com/homedetails/850-E-Ocean-Blvd-APT-607-Long-Beach-CA-90802/21232838_zpid/
451,5444 Olive Ave,"Est. $467,228","3 bds 2 ba 1,110 sqft",90805,33.855191,-118.182672,21153303,https://www.zillow.com/homedetails/5444-Olive-Ave-Long-Beach-CA-90805/21153303_zpid/
452,228 E 68th St,"Est. $400,120","2 bds 1 ba 1,144 sqft",90805,33.877477,-118.199292,21242966,https://www.zillow.com/homedetails/228-E-68th-St-Long-Beach-CA-90805/21242966_zpid/
453,1935 Golden Ave,"Est. $525,207","2 bds 2 ba 1,156 sqft",90806,33.792367,-118.202709,21192636,https://www.zillow.com/homedetails/1935-Golden-Ave-Long-Beach-CA-90806/21192636_zpid/
454,3622 Pacific Ave,"Est. $1,010,947","6 bds 5 ba 3,243 sqft",90807,33.822977,-118.193714,21162241,https://www.zillow.com/homedetails/3622-Pacific-Ave-Long-Beach-CA-90807/21162241_zpid/
455,1360 Orange Ave,"Est. $496,247",Studio-- ba 924 sqft,90813,33.783776,-118.176018,21234994,https://www.zillow.com/homedetails/1360-Orange-Ave-Long-Beach-CA-90813/21234994_zpid/
456,4199 E Ransom St,"$1,349,000","3 bds 3 ba 4,560 sqft",90804,33.786939,-118.143628,21221915,https://www.zillow.com/homedetails/4199-E-Ransom-St-Long-Beach-CA-90804/21221915_zpid/
458,8019 Dorado Cir,"$935,990","4 bds 3 ba 2,527 sqft",90808,33.823013,-118.073069,2086415048,https://www.zillow.com/homedetails/8019-Dorado-Cir-Long-Beach-CA-90808/2086415048_zpid/
459,8034 Dorado Cir,"$897,990+","4 bds 4 ba 2,465 sqft",90808,33.82242,-118.072247,2081831398,https://www.zillow.com/homedetails/8034-Dorado-Cir-Long-Beach-CA-90808/2081831398_zpid/
460,5865 E Mezzanine Way,"Est. $755,688","4 bds 2 ba 1,883 sqft",90808,33.815428,-118.116996,21190205,https://www.zillow.com/homedetails/5865-E-Mezzanine-Way-Long-Beach-CA-90808/21190205_zpid/
461,1960 W Burnett St,"Est. $499,031","3 bds 2 ba 1,188 sqft",90810,33.800525,-118.218397,21285834,https://www.zillow.com/homedetails/1960-W-Burnett-St-Long-Beach-CA-90810/21285834_zpid/
462,535 W 4th St APT 212,"Est. $260,336",1 bd1 ba 552 sqft,90802,33.772019,-118.199012,21239759,https://www.zillow.com/homedetails/535-W-4th-St-APT-212-Long-Beach-CA-90802/21239759_zpid/
463,935 Elm Ave,"$989,000","4 bds 4 ba 3,344 sqft",90813,33.778511,-118.188035,21236790,https://www.zillow.com/homedetails/935-Elm-Ave-Long-Beach-CA-90813/21236790_zpid/
464,6550 E Brittain St,"Est. $749,017","4 bds 2 ba 1,903 sqft",90808,33.82541,-118.104852,21136735,https://www.zillow.com/homedetails/6550-E-Brittain-St-Long-Beach-CA-90808/21136735_zpid/
465,6841 E Septimo St,"Est. $854,077","3 bds 2 ba 1,907 sqft",90815,33.77559,-118.100138,21211640,https://www.zillow.com/homedetails/6841-E-Septimo-St-Long-Beach-CA-90815/21211640_zpid/
466,5802 E Gossamer St,"Est. $842,250","4 bds 3 ba 2,548 sqft",90808,33.81936,-118.118758,21188539,https://www.zillow.com/homedetails/5802-E-Gossamer-St-Long-Beach-CA-90808/21188539_zpid/
467,525 E Seaside Way UNIT 709,"$739,000","2 bds 2 ba 1,399 sqft",90802,33.765908,-118.185676,21238735,https://www.zillow.com/homedetails/525-E-Seaside-Way-UNIT-709-Long-Beach-CA-90802/21238735_zpid/
468,3535 Falcon Ave,$--,2 bds 1 ba 850 sqft,90807,33.820994,-118.173377,21164436,https://www.zillow.com/homedetails/3535-Falcon-Ave-Long-Beach-CA-90807/21164436_zpid/
469,3829 Hackett Ave,"Est. $853,941","5 bds 2 ba 2,510 sqft",90808,33.828278,-118.106959,21136443,https://www.zillow.com/homedetails/3829-Hackett-Ave-Long-Beach-CA-90808/21136443_zpid/
470,1513 E Broadway,"$1,350,000","5 bds 5 ba 2,474 sqft",90802,33.768135,-118.172783,2082395315,https://www.zillow.com/homedetails/1513-E-Broadway-Long-Beach-CA-90802/2082395315_zpid/
471,6425 E El Paseo St,"Est. $726,814","3 bds 2 ba 1,552 sqft",90815,33.794678,-118.10666,21206915,https://www.zillow.com/homedetails/6425-E-El-Paseo-St-Long-Beach-CA-90815/21206915_zpid/
472,100 W 5th St UNIT 7E,"$649,000","1 bd1 ba 1,244 sqft",90802,33.772673,-118.192761,21240160,https://www.zillow.com/homedetails/100-W-5th-St-UNIT-7E-Long-Beach-CA-90802/21240160_zpid/
473,327 Chestnut Ave APT 204,"Est. $395,063","2 bds 2 ba 1,010 sqft",90802,33.77119,-118.19684,21240344,https://www.zillow.com/homedetails/327-Chestnut-Ave-APT-204-Long-Beach-CA-90802/21240344_zpid/
474,5585 E Pacific Coast Hwy UNIT 209,"$310,000",1 bd1 ba 597 sqft,90804,33.776449,-118.123396,21213510,https://www.zillow.com/homedetails/5585-E-Pacific-Coast-Hwy-UNIT-209-Long-Beach-CA-90804/21213510_zpid/
475,3113 Atlantic Ave UNIT 31,"$436,178","2 bds 3 ba 1,233 sqft",90807,33.813822,-118.185621,21195595,https://www.zillow.com/homedetails/3113-Atlantic-Ave-UNIT-31-Long-Beach-CA-90807/21195595_zpid/
476,6700 Gale Ave,"Est. $493,558","3 bds 2 ba 1,466 sqft",90805,33.876169,-118.205368,21243632,https://www.zillow.com/homedetails/6700-Gale-Ave-Long-Beach-CA-90805/21243632_zpid/
477,205 E Bort St,"$432,444",2 bds 1 ba 816 sqft,90805,33.870776,-118.200198,21243793,https://www.zillow.com/homedetails/205-E-Bort-St-Long-Beach-CA-90805/21243793_zpid/
478,1206 Gladys Ave,"$2,450,000","2 bds 2 ba 7,680 sqft",90804,33.781892,-118.157526,2081759670,https://www.zillow.com/homedetails/1206-Gladys-Ave-Long-Beach-CA-90804/2081759670_zpid/
479,3400 Gale Ave,"Est. $508,361","4 bds 2 ba 1,345 sqft",90810,33.819037,-118.207489,21246004,https://www.zillow.com/homedetails/3400-Gale-Ave-Long-Beach-CA-90810/21246004_zpid/
480,335 Cedar Ave UNIT 402,"$309,000",1 bd1 ba 617 sqft,90802,33.771325,-118.195433,21240055,https://www.zillow.com/homedetails/335-Cedar-Ave-UNIT-402-Long-Beach-CA-90802/21240055_zpid/
481,2559 Cedar Ave,"Est. $782,688","4 bds 3 ba 2,449 sqft",90806,33.803679,-118.195121,21194412,https://www.zillow.com/homedetails/2559-Cedar-Ave-Long-Beach-CA-90806/21194412_zpid/
482,315 W 3rd St UNIT 605,"$649,950","1 bd1 ba 1,284 sqft",90802,33.770816,-118.195434,21240426,https://www.zillow.com/homedetails/315-W-3rd-St-UNIT-605-Long-Beach-CA-90802/21240426_zpid/
483,1372 Lewis Ave,"$849,900","5 bds 3 ba 1,904 sqft",90813,33.783963,-118.17977,21234440,https://www.zillow.com/homedetails/1372-Lewis-Ave-Long-Beach-CA-90813/21234440_zpid/
484,5493 E 29th St,"Est. $692,934","3 bds 2 ba 1,438 sqft",90815,33.809085,-118.125731,21201751,https://www.zillow.com/homedetails/5493-E-29th-St-Long-Beach-CA-90815/21201751_zpid/
485,27 66th Pl,"$1,775,000","3 bds 4 ba 2,463 sqft",90803,33.747121,-118.12083,21217567,https://www.zillow.com/homedetails/27-66th-Pl-Long-Beach-CA-90803/21217567_zpid/
486,1215 Orizaba Ave,"$1,389,000","9 bds 9 ba 4,700 sqft",90804,33.782042,-118.157053,21226774,https://www.zillow.com/homedetails/1215-Orizaba-Ave-Long-Beach-CA-90804/21226774_zpid/
487,1000 E Ocean Blvd UNIT 203,"$1,089,000","3 bds 2 ba 1,510 sqft",90802,33.765388,-118.181076,63093016,https://www.zillow.com/homedetails/1000-E-Ocean-Blvd-UNIT-203-Long-Beach-CA-90802/63093016_zpid/
488,731 Junipero Ave,"Est. $630,136","2 bds 1 ba 1,162 sqft",90804,33.776017,-118.163562,21228762,https://www.zillow.com/homedetails/731-Junipero-Ave-Long-Beach-CA-90804/21228762_zpid/
489,30 Belmont Ave,"$2,700,000","3 bds 2 ba 4,096 sqft",90803,33.759937,-118.144821,2098859370,https://www.zillow.com/homedetails/30-Belmont-Ave-Long-Beach-CA-90803/2098859370_zpid/
490,1371 Granada Ave,"Est. $745,216","2 bds 1 ba 1,364 sqft",90804,33.783898,-118.13486,21201619,https://www.zillow.com/homedetails/1371-Granada-Ave-Long-Beach-CA-90804/21201619_zpid/
491,3408 E 64th St,"Est. $531,119","4 bds 2 ba 1,551 sqft",90805,33.870836,-118.15325,21149578,https://www.zillow.com/homedetails/3408-E-64th-St-Long-Beach-CA-90805/21149578_zpid/
492,1518 E 3rd St,"$7,495,000","3 bds 2 ba 16,428 sqft",90802,33.769294,-118.172457,2094411979,https://www.zillow.com/homedetails/1518-E-3rd-St-Long-Beach-CA-90802/2094411979_zpid/
493,5313 Marina Pacifica Dr S,"$549,900",1 bd2 ba 980 sqft,90803,33.759624,-118.116603,2081556138,https://www.zillow.com/homedetails/5313-Marina-Pacifica-Dr-S-Long-Beach-CA-90803/2081556138_zpid/
494,1439 Locust Ave,"Est. $435,163","3 bds 1 ba 1,344 sqft",90813,33.78462,-118.191453,21235152,https://www.zillow.com/homedetails/1439-Locust-Ave-Long-Beach-CA-90813/21235152_zpid/
495,5961 E Walton St,"Est. $735,871","4 bds 2 ba 1,633 sqft",90815,33.803946,-118.115397,21205444,https://www.zillow.com/homedetails/5961-E-Walton-St-Long-Beach-CA-90815/21205444_zpid/
496,3320 E 8th St,"$1,200,000","4 bds 4 ba 2,940 sqft",90804,33.776997,-118.152892,21226208,https://www.zillow.com/homedetails/3320-E-8th-St-Long-Beach-CA-90804/21226208_zpid/
497,3595 Santa Fe Ave # 88,"$524,500","3 bds 2 ba 1,600 sqft",90810,33.820476,-118.218193,2082473604,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-88-Long-Beach-CA-90810/2082473604_zpid/
498,8042 Dorado Cir,"$1,034,990+","4 bds 4 ba 2,901 sqft",90808,33.822673,-118.072143,2087737733,https://www.zillow.com/homedetails/8042-Dorado-Cir-Long-Beach-CA-90808/2087737733_zpid/
499,100 Atlantic Ave APT 1115,"$299,000",Studio1 ba 490 sqft,90802,33.768401,-118.184614,111371666,https://www.zillow.com/homedetails/100-Atlantic-Ave-APT-1115-Long-Beach-CA-90802/111371666_zpid/
500,349 E Smith St,"Est. $567,308","4 bds 2 ba 1,816 sqft",90805,33.866015,-118.190668,21151540,https://www.zillow.com/homedetails/349-E-Smith-St-Long-Beach-CA-90805/21151540_zpid/
501,433 Pine Ave UNIT 406,"$604,900",1 bd1 ba 954 sqft,90802,33.772398,-118.192761,2083135448,https://www.zillow.com/homedetails/433-Pine-Ave-UNIT-406-Long-Beach-CA-90802/2083135448_zpid/
502,850 E Ocean Blvd UNIT 405,"$895,000","2 bds 2 ba 1,399 sqft",90802,33.765635,-118.18208,21232809,https://www.zillow.com/homedetails/850-E-Ocean-Blvd-UNIT-405-Long-Beach-CA-90802/21232809_zpid/
503,477 E Sunset St,$--,1 bd1 ba 500 sqft,90805,33.84941,-118.186694,21155180,https://www.zillow.com/homedetails/477-E-Sunset-St-Long-Beach-CA-90805/21155180_zpid/
504,5104 Marina Pacifica Dr S,"$412,500",Studio1 ba 701 sqft,90803,33.759619,-118.116591,21214476,https://www.zillow.com/homedetails/5104-Marina-Pacifica-Dr-S-Long-Beach-CA-90803/21214476_zpid/
505,1467 Obispo Ave APT 5,"Est. $257,878",1 bd1 ba 570 sqft,90804,33.785718,-118.154893,72652316,https://www.zillow.com/homedetails/1467-Obispo-Ave-APT-5-Long-Beach-CA-90804/72652316_zpid/
506,486 Walnut Ave,"Est. $876,524","5 bds 3 ba 2,189 sqft",90802,33.77326,-118.171676,21233508,https://www.zillow.com/homedetails/486-Walnut-Ave-Long-Beach-CA-90802/21233508_zpid/
507,1187 E 3rd St UNIT 211,"Est. $417,398","2 bds 2 ba 1,039 sqft",90802,33.770496,-118.176818,21237795,https://www.zillow.com/homedetails/1187-E-3rd-St-UNIT-211-Long-Beach-CA-90802/21237795_zpid/
508,841 Gardenia Ave APT 305,"Est. $256,234",1 bd1 ba 540 sqft,90813,33.778008,-118.169037,79799561,https://www.zillow.com/homedetails/841-Gardenia-Ave-APT-305-Long-Beach-CA-90813/79799561_zpid/
509,57 W Arbor St,"Est. $606,058","3 bds 2 ba 1,585 sqft",90805,33.84418,-118.194903,21157368,https://www.zillow.com/homedetails/57-W-Arbor-St-Long-Beach-CA-90805/21157368_zpid/
510,2316 Tulane Ave,"Est. $801,197","3 bds 2 ba 1,951 sqft",90815,33.798947,-118.12933,21202815,https://www.zillow.com/homedetails/2316-Tulane-Ave-Long-Beach-CA-90815/21202815_zpid/
511,3811 Marber Ave,"Est. $690,857","4 bds 2 ba 1,718 sqft",90808,33.828108,-118.124779,21185872,https://www.zillow.com/homedetails/3811-Marber-Ave-Long-Beach-CA-90808/21185872_zpid/
512,2816 E 56th St,$--,"3 bds 2 ba 1,406 sqft",90805,33.857613,-118.158296,21169608,https://www.zillow.com/homedetails/2816-E-56th-St-Long-Beach-CA-90805/21169608_zpid/
513,411 W Seaside Way UNIT 1901,"$949,000","2 bds 2 ba 1,330 sqft",90802,33.766165,-118.196875,82582645,https://www.zillow.com/homedetails/411-W-Seaside-Way-UNIT-1901-Long-Beach-CA-90802/82582645_zpid/
514,1510 Stanley Ave,"Est. $493,265",2 bds 1 ba 863 sqft,90804,33.786954,-118.161927,21227278,https://www.zillow.com/homedetails/1510-Stanley-Ave-Long-Beach-CA-90804/21227278_zpid/
515,2730 Rodloy Ave,"Est. $503,361","4 bds 2 ba 1,285 sqft",90810,33.806884,-118.216676,21248252,https://www.zillow.com/homedetails/2730-Rodloy-Ave-Long-Beach-CA-90810/21248252_zpid/
516,1741 Rose Ave,"Est. $495,811",2 bds 1 ba 752 sqft,90813,33.788556,-118.170131,21227796,https://www.zillow.com/homedetails/1741-Rose-Ave-Long-Beach-CA-90813/21227796_zpid/
517,1934 Locust Ave,"Est. $609,047","3 bds 2 ba 1,408 sqft",90806,33.792477,-118.190775,21196347,https://www.zillow.com/homedetails/1934-Locust-Ave-Long-Beach-CA-90806/21196347_zpid/
518,1947 Daisy Ave,"$849,000","2 bds 3 ba 1,552 sqft",90806,33.792643,-118.199786,21192943,https://www.zillow.com/homedetails/1947-Daisy-Ave-Long-Beach-CA-90806/21192943_zpid/
519,433 Pine Ave UNIT 302,"$539,000","Studio1 ba 1,228 sqft",90802,33.772398,-118.192761,2083680823,https://www.zillow.com/homedetails/433-Pine-Ave-UNIT-302-Long-Beach-CA-90802/2083680823_zpid/
520,1837 Lime Ave,"Est. $508,041",3 bds 1 ba 989 sqft,90806,33.790584,-118.184257,21196900,https://www.zillow.com/homedetails/1837-Lime-Ave-Long-Beach-CA-90806/21196900_zpid/
521,1116 Belmont Ave # A,"Est. $1,056,348","5 bds 3 ba 2,571 sqft",90804,33.781176,-118.144468,21222257,https://www.zillow.com/homedetails/1116-Belmont-Ave-A-Long-Beach-CA-90804/21222257_zpid/
